sku;Ano;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro
17178;2017;0;0;0;23;114;139;139;137;13;0;14;107
17178;2018;32;33;35;66;102;123;53;39;36;42;45;29
17178;2019;17;24;21;17;20;28;31;37;38;96;19;68
17179;2016;6;6;20;16;29;29;34;14;24;25;0;0
17180;2016;4;10;28;22;53;52;65;17;17;67;0;0
17181;2016;14;12;34;23;34;27;56;18;39;108;135;73
17182;2016;5;13;26;35;27;22;41;7;17;12;0;0
17183;2016;4;0;7;2;1;1;0;1;1;0;0;0
17184;2016;49;2;0;0;0;275;287;59;229;67;81;224
17184;2017;36;93;238;254;461;295;356;378;550;77;445;982
17184;2018;325;298;103;0;0;0;0;0;0;0;0;0
17184;2019;9;118;128;127;126;142;186;183;150;142;154;295
17185;2016;1;4;0;2;4;3;1;2;6;8;13;4
17186;2016;4;4;2;7;7;3;6;8;3;4;6;4
17187;2016;0;2;8;7;0;5;5;21;15;11;15;20
17187;2017;5;9;7;4;0;0;0;0;0;0;0;0
17188;2017;7;6;13;21;4;0;0;0;0;0;0;0
17188;2016;3;4;13;10;4;3;4;4;2;33;5;17
17189;2016;1;8;2;24;0;11;7;10;7;10;9;19
17189;2017;10;12;7;16;2;0;0;0;0;0;1;17
17189;2018;16;16;10;5;23;23;10;0;0;0;0;0
17189;2019;0;0;0;5;10;13;17;7;12;8;0;0
17190;2017;13;8;6;0;0;0;0;0;0;0;0;0
17190;2016;2;6;10;10;11;7;5;9;6;34;16;17
17192;2016;1;1;1;3;2;0;1;5;2;2;0;1
17192;2017;1;2;0;1;1;2;1;2;1;1;0;1
17192;2018;1;1;0;1;0;0;1;0;0;0;21;0
17193;2018;0;0;1;0;0;1;0;0;0;0;43;0
17193;2017;0;0;1;2;0;2;0;0;1;0;0;1
17193;2016;2;1;0;0;1;1;1;1;2;1;0;2
17194;2016;7;0;0;0;0;0;0;0;0;0;0;0
17197;2016;10;17;13;8;0;0;0;0;0;0;0;0
17198;2016;19;9;28;88;0;0;0;0;0;0;0;0
17199;2016;4;0;0;0;0;0;0;0;0;0;0;0
17199;2017;0;246;0;0;0;0;103;221;242;126;0;3
17199;2018;472;401;203;0;0;0;0;230;371;362;210;232
17199;2019;235;263;290;185;233;244;194;148;132;392;236;83
17200;2019;9;0;0;0;34;41;18;0;0;0;0;53
17200;2018;29;49;98;81;73;76;25;17;83;17;61;85
17200;2017;0;0;0;23;321;78;40;104;91;46;57;119
17200;2016;23;0;0;0;0;7;15;0;18;205;8;0
17201;2016;108;34;33;54;156;75;90;66;39;0;0;0
17201;2017;0;58;109;64;72;33;103;73;98;60;0;0
17201;2018;0;0;0;0;0;0;0;0;0;45;73;74
17201;2019;156;108;0;0;0;0;0;0;0;0;0;0
17202;2019;14;21;6;5;2;10;12;0;0;0;0;0
17202;2018;0;0;0;0;0;0;0;0;113;37;21;16
17202;2016;19;22;27;4;0;0;0;0;0;0;0;0
17204;2016;71;30;0;0;0;0;0;0;0;0;0;0
17205;2016;0;22;4;8;0;6;0;0;0;0;0;0
17205;2017;0;27;22;17;22;18;0;0;0;0;0;0
17207;2017;0;116;283;244;261;321;39;0;0;0;0;0
17207;2016;80;111;137;96;64;2;0;0;0;0;0;0
17207;2018;0;70;93;76;40;44;111;84;69;72;60;60
17207;2019;53;84;133;77;0;0;0;1;0;0;0;0
17208;2019;0;0;0;0;1;0;0;0;0;0;0;0
17208;2018;0;0;0;0;0;1;0;0;0;0;0;0
17208;2016;0;0;0;0;1;1;0;0;1;1;0;2
17208;2017;0;0;1;0;1;0;0;0;0;0;0;1
17209;2016;5;2;8;9;19;22;16;30;9;11;16;10
17209;2018;0;0;0;0;0;2;18;6;77;6;2;6
17209;2019;7;1;0;6;22;4;14;1;5;9;0;10
17210;2016;21;31;29;14;0;0;0;0;0;0;0;0
17211;2016;265;1168;591;531;579;427;389;374;552;597;807;1083
17211;2017;767;280;349;56;0;0;0;0;0;0;0;0
17212;2016;6;2;6;3;8;10;2;10;7;3;0;0
17213;2016;6;0;3;2;1;0;0;0;0;0;0;0
17214;2016;12;3;5;9;5;4;5;1;0;0;0;0
17215;2016;3;2;4;4;0;0;0;0;0;0;0;0
17216;2016;7;7;13;12;12;5;0;0;0;0;0;0
17217;2016;9;0;0;0;0;0;17;9;12;9;9;32
17217;2017;3;1;1;0;5;2;0;1;0;2;2;10
17219;2017;1;0;0;0;0;0;0;0;0;0;9;0
17219;2016;1;0;0;0;0;2;2;1;0;0;0;2
17219;2019;0;0;0;0;0;0;1;0;0;0;0;0
17220;2016;32;0;0;0;0;0;0;0;0;0;0;0
17221;2016;0;0;0;0;0;0;2;5;2;2;2;9
17221;2017;2;0;3;2;1;3;1;2;1;0;5;21
17221;2018;3;0;0;0;2;0;1;0;0;0;0;0
17221;2019;0;0;0;0;0;0;1;1;0;0;1;4
17222;2019;1;0;0;0;0;0;4;1;2;0;0;6
17222;2016;1;1;1;1;0;0;0;0;0;0;3;10
17223;2016;0;0;0;4;0;0;1;1;0;0;1;0
17224;2016;0;0;3;0;0;0;0;0;0;0;5;11
17224;2017;1;1;1;0;0;0;1;0;0;0;0;0
17224;2018;0;0;0;0;1;0;1;1;0;0;0;0
17224;2019;0;0;0;0;0;0;2;0;0;0;0;1
17225;2018;4;0;0;0;0;0;1;0;0;0;0;0
17225;2017;2;1;1;2;0;1;3;1;1;0;1;3
17225;2016;1;1;0;0;0;0;0;0;0;0;0;1
17226;2016;1;3;0;1;0;0;0;0;0;4;1;11
17226;2017;2;2;4;0;0;0;0;0;0;0;0;0
17226;2019;0;0;0;0;0;0;1;1;0;3;0;1
17227;2019;1;0;0;0;0;0;0;0;0;0;0;0
17227;2017;1;3;5;2;5;2;1;2;0;1;1;7
17227;2016;1;1;4;1;0;0;1;4;7;2;3;19
17227;2018;1;0;0;0;3;0;0;0;0;0;0;1
17228;2018;11;5;4;6;3;1;1;6;2;0;0;0
17228;2016;4;10;9;8;5;15;9;6;3;0;1;49
17228;2017;22;24;12;4;10;6;7;10;6;5;7;32
17228;2019;1;0;0;0;0;0;0;0;3;8;11;11
17229;2019;0;0;0;0;1;0;0;2;0;0;0;0
17229;2017;2;1;1;0;1;1;0;0;3;0;1;2
17229;2016;0;0;0;0;0;0;2;2;6;1;3;24
17229;2018;2;0;0;1;1;0;0;2;0;1;0;1
17230;2018;2;2;0;2;1;0;0;1;2;0;0;2
17230;2016;3;9;5;8;9;2;2;4;1;3;14;15
17230;2017;10;11;3;8;4;6;2;2;1;1;0;2
17230;2019;1;0;1;0;0;0;3;0;0;0;1;1
17231;2019;6;4;4;2;0;0;0;0;0;0;0;0
17231;2017;2;3;5;5;9;25;2;3;2;1;11;5
17231;2016;4;0;6;9;7;0;7;5;15;10;3;3
17231;2018;3;3;2;7;4;16;17;6;0;3;4;14
17232;2018;1;1;3;1;2;2;1;1;4;2;1;10
17232;2016;0;2;2;8;3;5;5;3;6;1;1;2
17232;2017;0;2;2;2;0;6;0;0;0;0;0;2
17232;2019;3;4;6;0;2;10;2;5;0;1;0;4
17233;2019;3;10;4;0;2;3;4;1;0;0;0;0
17233;2017;1;1;1;3;7;11;2;1;2;1;3;4
17233;2016;3;4;3;7;13;5;10;0;0;3;2;0
17233;2018;4;3;1;4;4;2;15;11;10;5;1;10
17234;2018;4;3;1;2;0;0;0;0;0;0;0;0
17234;2016;0;0;0;0;0;0;0;0;0;0;3;31
17234;2017;8;3;3;0;0;0;0;3;3;11;11;8
17234;2019;2;5;0;0;1;0;2;0;0;0;1;1
17235;2017;0;0;0;0;0;5;11;9;4;2;0;5
17235;2016;0;0;0;0;0;0;2;8;6;3;9;19
17236;2016;0;0;0;0;0;0;0;0;0;0;4;7
17237;2016;0;0;0;0;0;0;0;0;0;0;1;6
17237;2017;0;0;0;0;0;0;0;0;0;0;6;0
17238;2017;0;0;0;0;0;0;0;0;0;0;4;5
17238;2016;0;0;0;0;0;0;0;0;0;0;1;5
17239;2016;0;0;0;0;0;0;0;0;0;0;0;4
17239;2017;0;0;0;0;0;0;0;0;0;0;2;5
17240;2017;0;0;0;0;0;0;0;0;0;0;15;120
17240;2016;0;0;0;0;0;0;0;0;0;0;17;22
17240;2018;0;0;0;0;0;0;0;0;0;0;10;10
17241;2016;0;0;0;0;0;0;0;0;0;0;3;81
17241;2017;0;0;0;0;0;0;0;0;0;0;14;5
17242;2016;0;0;0;0;0;1;0;0;0;0;0;0
17243;2016;0;0;0;0;0;0;0;0;0;0;1;19
17243;2017;0;0;0;0;0;0;0;0;0;0;4;5
17244;2017;0;0;0;0;0;0;0;0;0;0;7;33
17244;2016;0;0;0;0;0;0;0;0;0;0;40;332
17244;2018;0;0;0;0;0;0;0;0;0;0;7;13
17244;2019;0;0;0;0;0;0;0;0;0;0;2;19
17245;2016;0;0;0;0;0;0;0;0;0;0;16;22
17246;2016;0;0;0;0;0;0;0;0;0;0;5;13
17246;2017;0;0;0;0;0;0;0;0;0;0;2;8
17247;2017;0;4;0;3;0;0;0;0;0;10;8;26
17247;2016;0;6;0;0;0;0;0;18;10;0;37;57
17247;2018;0;0;13;0;2;7;0;2;2;4;11;54
17247;2019;0;0;0;0;1;0;0;0;1;0;0;0
17248;2018;0;1;6;4;1;1;0;1;2;0;0;0
17248;2016;2;3;2;2;0;1;3;1;2;4;2;2
17248;2017;1;1;5;0;0;1;0;0;0;0;0;0
17249;2017;0;0;3;1;2;1;0;2;1;2;2;0
17249;2016;0;0;0;0;0;0;3;1;3;0;1;0
17249;2018;0;0;0;0;0;0;0;0;0;1;3;0
17249;2019;0;1;0;1;0;0;0;0;0;0;0;0
17250;2019;2;0;0;0;0;0;0;0;0;0;0;0
17250;2016;0;0;0;0;1;1;0;1;0;1;0;4
17250;2017;0;0;1;3;0;0;1;0;0;0;1;0
17251;2017;4;8;2;1;0;0;0;0;0;0;0;0
17251;2016;0;3;0;0;0;2;2;2;1;1;3;6
17251;2018;0;0;0;2;1;0;0;0;0;0;2;4
17251;2019;0;3;0;0;1;0;0;0;2;1;3;2
17252;2019;2;3;2;0;0;0;0;0;1;1;1;1
17252;2018;3;2;1;2;1;2;0;1;1;1;0;5
17252;2016;0;0;0;2;3;4;1;3;3;6;5;4
17252;2017;2;4;2;0;0;0;1;2;3;1;13;34
17253;2017;0;0;0;1;0;0;2;3;1;5;9;4
17253;2016;1;3;0;0;0;0;1;0;3;3;5;1
17253;2019;0;0;0;0;0;0;0;0;0;0;3;1
17254;2016;15;22;20;5;9;0;0;0;0;0;0;0
17255;2016;1;0;0;0;0;0;0;0;0;0;0;1
17255;2017;0;0;0;0;1;1;0;0;0;0;0;0
17255;2018;1;0;0;0;0;0;0;0;0;0;0;0
17256;2018;3;5;1;3;0;4;5;8;0;1;0;0
17256;2017;2;0;1;7;2;1;6;1;3;1;4;0
17256;2016;0;0;36;0;4;0;8;1;7;2;1;14
17256;2019;0;0;0;0;0;0;0;1;1;0;2;2
17257;2016;2;0;0;16;3;7;9;1;20;0;7;17
17257;2017;2;6;8;9;1;0;2;4;1;5;0;0
17257;2018;4;0;0;0;5;0;0;0;0;3;0;0
17258;2016;0;0;1;0;0;0;0;0;0;0;0;0
17259;2016;0;0;4;6;2;3;3;2;1;4;1;2
17259;2017;2;11;2;0;5;2;1;0;2;2;1;4
17259;2018;3;1;1;0;0;0;1;11;0;0;2;0
17259;2019;1;0;2;0;0;0;3;0;1;1;1;0
17260;2019;0;0;0;0;0;0;0;0;0;1;0;0
17260;2018;0;1;0;0;1;1;0;0;0;0;0;0
17260;2017;0;0;0;0;0;1;2;0;0;1;0;1
17260;2016;0;0;5;1;1;0;1;0;1;3;1;3
17261;2016;0;0;6;19;8;2;5;1;5;7;7;5
17261;2017;3;8;8;0;2;1;1;3;5;1;1;2
17261;2018;1;0;1;0;0;1;1;1;3;2;1;1
17261;2019;0;0;1;0;6;0;0;1;0;0;0;2
17262;2019;0;0;0;0;0;4;0;10;5;0;0;2
17262;2018;1;2;5;4;0;5;1;0;3;2;2;3
17262;2017;0;1;0;0;0;2;2;2;2;2;1;6
17262;2016;0;0;14;16;9;6;21;6;11;13;11;1
17263;2016;0;0;2;3;5;1;1;1;1;0;0;2
17263;2017;1;0;2;0;0;2;0;0;0;1;0;1
17263;2019;0;0;0;0;0;0;1;0;0;0;0;0
17264;2019;0;2;0;0;1;0;0;1;2;2;0;6
17264;2017;4;2;12;0;8;3;0;1;3;0;3;3
17264;2016;0;0;23;6;3;20;22;2;6;0;4;4
17264;2018;3;2;2;5;2;2;2;0;0;0;6;1
17265;2018;4;4;10;4;4;4;2;7;1;36;0;0
17265;2016;0;0;30;6;35;0;2;15;4;4;11;7
17265;2017;0;0;0;6;1;12;0;3;4;0;2;2
17265;2019;0;6;2;0;0;0;12;0;0;0;0;0
17266;2019;0;1;1;0;0;0;0;0;0;0;0;1
17266;2017;0;1;2;1;2;1;1;0;0;0;0;2
17266;2016;0;0;1;2;8;1;2;4;1;1;1;6
17266;2018;1;0;2;0;1;0;0;0;0;0;0;0
17267;2018;1;4;3;4;2;2;4;6;3;0;1;0
17267;2016;0;0;20;15;1;4;5;1;2;4;2;5
17267;2017;7;6;4;8;2;4;2;3;1;2;1;0
17267;2019;0;2;2;0;2;0;0;0;0;0;1;0
17268;2019;1;-1;0;0;1;1;0;0;0;0;1;0
17268;2017;5;5;6;4;2;4;2;5;3;3;1;5
17268;2016;0;0;16;13;8;6;2;2;0;1;4;6
17268;2018;6;3;3;4;2;5;3;5;1;3;1;0
17269;2018;0;0;0;0;0;0;0;0;0;0;0;1
17269;2016;0;0;0;0;1;1;0;0;0;0;5;24
17269;2017;3;0;1;0;0;0;0;0;0;0;0;3
17270;2017;0;4;2;0;1;2;3;0;0;0;3;2
17270;2016;1;1;1;1;1;3;7;4;0;1;3;1
17270;2018;2;0;1;0;2;0;0;0;0;0;0;0
17271;2018;2;0;1;1;0;4;1;4;6;0;0;0
17271;2016;0;0;15;16;11;8;4;5;5;10;12;17
17271;2017;11;12;8;5;3;1;7;4;2;2;0;1
17272;2017;0;0;1;1;1;0;0;1;0;2;0;0
17272;2016;1;1;0;0;2;0;1;1;0;0;0;1
17272;2018;2;1;0;0;1;0;0;0;0;0;0;1
17273;2018;0;1;2;0;0;0;0;0;0;0;0;0
17273;2016;0;1;0;0;2;2;1;0;0;0;0;0
17273;2017;0;0;0;1;1;0;0;1;0;1;1;3
17273;2019;0;0;0;0;0;0;0;0;0;0;0;1
17274;2019;1;1;1;4;0;0;0;0;0;0;0;0
17274;2017;0;0;0;0;4;6;5;1;3;0;2;6
17274;2016;2;6;5;2;2;1;4;1;7;2;6;11
17274;2018;2;4;4;1;2;2;3;2;1;2;2;3
17275;2018;2;2;4;0;3;4;3;2;1;0;0;1
17275;2016;3;11;1;4;0;6;2;2;6;5;2;5
17275;2017;0;0;0;0;1;1;15;1;1;2;2;4
17275;2019;0;1;0;0;0;3;3;1;1;3;0;1
17276;2019;0;0;0;0;0;0;0;4;1;3;12;0
17276;2017;22;26;14;5;8;5;2;0;12;9;2;2
17276;2016;0;0;36;11;28;22;9;10;37;24;15;28
17276;2018;1;6;0;2;0;0;0;0;0;0;0;0
17277;2018;26;16;0;0;8;2;0;7;1;5;0;155
17277;2016;0;0;54;88;139;92;149;65;302;23;53;215
17277;2017;38;62;62;75;107;18;14;26;44;255;102;11
17277;2019;0;1;17;6;144;0;6;28;7;0;6;4
17278;2019;0;2;20;0;0;0;0;0;0;0;0;0
17278;2017;1;9;4;4;4;2;0;7;7;1;0;6
17278;2016;6;10;16;19;5;2;3;3;5;4;13;14
17278;2018;0;0;1;0;0;1;0;0;2;0;0;0
17279;2018;27;54;25;155;74;61;43;158;41;7;83;53
17279;2016;0;648;522;277;246;216;116;164;154;244;351;200
17279;2017;166;84;124;72;81;92;90;53;195;118;69;70
17279;2019;42;7;48;0;23;40;48;30;4;2;12;38
17280;2019;24;24;9;9;7;10;16;16;25;23;20;91
17280;2017;8;9;10;13;26;31;21;48;30;28;48;207
17280;2016;0;0;0;0;0;0;6;16;11;25;41;163
17280;2018;27;22;20;9;23;15;16;21;14;19;22;181
17281;2016;0;1;0;0;0;0;0;0;0;0;0;0
17288;2016;3;0;0;0;0;0;6;4;2;7;1;2
17288;2017;2;5;0;1;5;0;1;2;3;1;1;15
17288;2018;1;7;5;2;2;3;0;0;0;0;0;0
17289;2018;22;18;15;8;8;3;7;7;4;5;3;1
17289;2017;0;0;0;0;0;0;0;0;3;11;14;13
17289;2016;13;9;5;12;5;5;14;15;38;43;5;0
17289;2019;5;3;3;0;0;0;0;0;0;0;0;0
17290;2016;0;0;0;0;0;9;6;8;8;17;6;7
17290;2017;52;11;18;7;0;0;0;0;14;40;33;0
17291;2017;7;9;13;3;15;4;0;0;5;17;0;3
17291;2016;9;4;3;3;0;1;1;6;14;10;4;34
17291;2018;4;0;4;6;6;11;0;4;7;0;3;0
17291;2019;2;1;13;1;0;0;0;1;3;0;2;1
17292;2016;22;34;45;151;194;218;44;32;151;32;43;43
17292;2017;35;17;180;0;0;0;0;0;0;0;0;0
17294;2017;2;1;1;0;136;19;0;0;0;0;0;0
17294;2016;4;5;4;6;3;2;3;1;4;3;2;12
17295;2016;0;11;0;0;1;3;3;1;0;4;2;8
17295;2017;3;3;17;3;29;84;0;0;0;0;0;0
17296;2017;1;0;0;3;0;0;0;1;5;0;5;16
17296;2016;2;0;0;0;0;0;0;0;0;4;0;7
17297;2016;12;6;8;22;12;15;26;58;25;0;0;0
17298;2016;0;1;8;15;23;27;28;40;27;46;36;24
17298;2017;14;12;0;0;29;23;15;18;18;31;15;41
17298;2018;25;17;6;16;11;12;14;17;14;17;11;17
17298;2019;10;11;6;3;3;8;6;11;5;11;8;16
17299;2019;17;10;2;8;2;12;2;5;12;20;7;13
17299;2018;58;33;12;14;9;194;22;11;27;17;66;48
17299;2017;23;21;60;12;22;54;17;57;50;83;29;109
17299;2016;9;44;47;74;51;73;36;40;6;62;63;22
17300;2016;3;0;1;0;0;14;3;1;4;6;0;2
17300;2017;0;0;0;0;0;0;0;0;6;2;5;38
17300;2018;7;2;0;0;0;0;0;0;0;1;4;2
17300;2019;2;2;5;1;2;4;7;8;7;1;6;13
17301;2019;12;15;9;193;110;24;0;0;0;0;0;83
17301;2018;0;2;15;3;151;18;17;45;40;22;36;10
17301;2017;10;6;13;6;14;10;3;3;2;9;3;8
17301;2016;17;58;12;1;3;12;1;0;53;34;14;30
17302;2016;29;24;27;0;33;10;18;22;6;12;20;29
17303;2016;3;6;10;7;13;0;0;0;0;0;0;0
17303;2018;0;0;0;0;0;0;0;2;3;3;3;15
17303;2019;13;9;53;5;0;0;0;0;0;0;0;0
17304;2019;10;10;5;9;5;6;19;13;9;0;0;0
17304;2018;16;15;0;0;0;0;2;9;9;3;6;33
17304;2016;1;4;15;4;4;3;7;11;13;1;5;8
17304;2017;8;6;4;7;9;7;6;14;12;10;1;35
17305;2017;12;9;2;2;5;5;6;22;8;6;8;36
17305;2016;9;11;12;11;3;18;35;14;13;3;11;33
17305;2018;24;25;16;5;11;0;0;1;3;5;4;40
17305;2019;9;9;25;102;45;32;0;0;0;0;0;0
17306;2019;4;2;2;1;1;0;5;4;3;9;12;13
17306;2018;4;3;4;2;3;3;2;0;2;0;1;2
17306;2016;1;8;21;3;5;4;12;3;5;1;0;7
17306;2017;8;3;6;1;0;0;6;1;3;1;1;1
17307;2017;0;0;0;9;6;17;12;18;22;24;12;0
17307;2016;0;0;0;4;6;9;5;21;11;2;1;0
17307;2018;0;0;0;0;0;0;0;0;0;3;5;10
17307;2019;2;2;0;7;1;7;10;10;3;0;0;0
17308;2019;11;9;11;8;14;4;15;6;0;0;0;0
17308;2018;0;0;0;0;0;0;0;6;15;5;5;21
17308;2016;5;0;0;2;5;7;13;5;5;5;14;76
17308;2017;0;0;1;10;12;13;7;16;13;3;11;3
17309;2017;4;0;1;2;6;3;2;4;12;6;9;21
17309;2016;0;0;0;2;8;5;3;6;4;0;5;10
17309;2018;2;4;0;0;1;12;5;0;0;3;1;3
17309;2019;0;0;0;0;1;1;3;1;1;6;4;16
17310;2018;22;7;11;4;12;13;19;13;52;43;248;167
17310;2016;7;21;20;97;31;61;30;39;84;21;27;88
17310;2017;25;7;4;24;29;463;57;11;27;31;17;51
17311;2017;41;36;49;4;4;32;14;18;16;27;12;13
17311;2016;5;5;33;24;26;5;0;4;18;16;30;25
17311;2018;18;6;5;20;27;21;9;6;16;3;2;11
17311;2019;9;18;20;10;14;23;27;0;0;0;0;0
17312;2019;3;17;31;14;1;0;7;23;18;0;0;0
17312;2018;5;22;36;44;42;3;0;0;0;12;20;2
17312;2016;18;10;0;7;12;4;9;55;28;64;59;0
17312;2017;6;0;16;20;11;23;15;25;25;45;7;4
17313;2017;2;7;4;12;0;0;0;0;0;0;4;21
17313;2016;0;0;0;1;4;4;4;0;3;0;2;7
17313;2018;5;7;7;6;15;5;6;5;17;5;1;5
17313;2019;0;0;0;8;7;3;11;6;7;5;1;2
17314;2019;0;1;0;2;1;4;25;27;7;8;10;5
17314;2018;24;12;10;15;16;22;13;21;22;27;19;0
17314;2016;7;4;0;6;9;4;8;0;0;3;16;18
17314;2017;11;15;11;11;26;7;3;4;0;0;13;18
17315;2017;5;6;7;17;3;0;0;0;2;0;0;0
17315;2016;5;5;4;5;1;1;4;2;1;12;9;22
17315;2018;1;0;0;1;0;0;0;1;0;43;58;44
17315;2019;6;4;8;2;7;0;0;0;0;0;0;0
17317;2016;1;0;0;0;0;0;0;0;0;0;0;0
17318;2016;0;0;3;1;3;3;2;0;6;1;2;15
17318;2017;2;0;1;3;1;2;3;0;1;1;2;32
17318;2018;3;8;4;3;0;6;0;2;2;1;5;6
17318;2019;7;7;25;2;0;0;1;0;0;0;6;1
17319;2019;3;4;5;4;3;6;7;1;0;0;0;0
17319;2018;5;13;4;7;5;2;5;3;1;5;2;7
17319;2017;5;3;2;3;9;6;4;2;6;3;6;7
17319;2016;4;0;3;1;5;6;4;2;2;3;3;5
17320;2016;0;1;5;4;0;5;0;0;0;0;0;0
17320;2017;0;0;3;1;1;1;3;1;6;5;1;1
17320;2018;0;0;5;2;11;2;0;0;0;0;0;0
17321;2017;2;1;2;2;6;2;7;3;0;0;0;0
17321;2016;1;3;2;2;3;3;0;5;4;4;3;13
17322;2016;2;24;3;0;1;5;1;0;4;2;4;14
17322;2017;0;5;2;1;20;5;0;1;3;1;2;0
17322;2018;2;4;0;1;0;0;0;0;0;0;0;0
17323;2017;1;2;6;1;5;3;19;2;0;0;0;0
17323;2016;1;0;2;1;2;2;0;2;2;4;3;13
17324;2016;3;8;15;4;0;6;4;7;3;17;7;8
17324;2017;9;32;22;4;5;4;4;5;7;5;7;36
17324;2018;3;7;22;13;5;5;20;11;5;1;7;9
17324;2019;0;0;0;9;10;13;4;3;2;17;3;4
17325;2019;0;0;0;0;0;0;28;3;2;1;2;4
17325;2017;7;2;6;1;0;2;3;3;5;2;0;0
17325;2016;1;4;3;2;2;7;6;4;7;30;7;0
17326;2016;1;3;0;1;0;1;0;2;2;0;0;2
17326;2017;0;2;3;0;5;4;0;0;0;0;0;0
17327;2017;0;64;24;4;2;1;5;4;5;5;1;16
17327;2016;5;7;23;11;13;12;2;0;0;0;0;0
17327;2018;8;0;14;4;13;2;2;13;7;8;21;4
17327;2019;0;4;6;4;24;7;16;1;10;12;10;10
17328;2016;4;1;8;5;3;7;5;10;9;27;3;5
17328;2017;4;2;4;2;2;0;0;0;0;0;0;0
17329;2017;0;11;21;29;17;3;13;16;8;0;0;0
17329;2016;2;11;32;16;10;3;4;6;6;2;0;0
17330;2016;2;1;6;3;6;5;4;2;4;18;23;18
17330;2017;4;1;4;2;2;1;0;1;0;0;0;43
17330;2018;5;4;6;5;20;4;18;8;7;20;2;5
17330;2019;3;15;15;-3;8;19;0;0;0;0;0;0
17331;2019;3;2;0;0;0;0;3;7;5;8;1;2
17331;2018;0;0;0;0;0;0;0;0;0;12;2;4
17331;2017;2;1;2;4;1;2;6;2;9;3;0;0
17331;2016;2;1;5;3;2;3;2;0;4;5;2;2
17332;2016;0;4;7;3;3;3;24;13;18;3;0;0
17332;2017;0;7;17;26;11;23;2;22;0;0;3;69
17332;2018;0;0;0;14;31;16;22;17;5;36;6;12
17332;2019;3;4;0;12;11;36;21;19;2;7;19;10
17333;2019;9;9;7;3;8;26;17;4;2;2;2;8
17333;2018;5;10;16;7;9;11;51;14;10;4;7;1
17333;2017;7;52;13;15;19;4;4;5;0;0;1;22
17333;2016;1;9;13;2;7;3;16;8;10;19;5;0
17334;2016;2;0;2;2;6;1;28;0;5;53;0;0
17334;2017;0;27;3;9;46;8;0;4;8;2;3;2
17334;2018;29;13;8;7;4;6;13;1;15;6;2;15
17334;2019;3;8;12;9;7;25;0;0;1;3;4;12
17335;2019;1;13;26;1;2;0;0;0;1;1;0;4
17335;2018;0;0;2;0;1;0;0;1;0;1;3;5
17335;2017;0;0;1;1;5;1;4;1;0;0;2;1
17335;2016;1;0;0;1;0;0;0;0;0;4;1;0
17336;2016;0;0;0;3;2;1;0;4;3;14;8;0
17336;2017;1;1;3;2;2;2;5;2;1;2;2;0
17336;2018;1;1;0;2;0;0;0;0;0;3;1;7
17337;2018;8;0;5;6;8;7;2;2;8;2;8;1
17337;2017;0;0;0;0;0;0;0;0;0;0;12;28
17337;2016;1;25;1;7;4;10;9;18;8;32;0;0
17337;2019;4;5;8;13;2;6;4;3;8;22;7;6
17338;2019;10;15;8;26;9;12;44;13;11;32;11;11
17338;2016;9;14;0;0;2;9;4;1;8;72;30;16
17338;2017;20;6;17;14;14;8;5;8;9;15;15;20
17338;2018;7;6;25;16;33;15;33;15;22;37;12;10
17339;2018;8;11;8;18;21;9;8;10;22;16;10;8
17339;2017;0;39;8;12;61;0;0;0;0;0;15;80
17339;2016;0;25;6;5;3;2;6;2;33;11;14;4
17339;2019;7;18;9;2;3;5;3;0;4;49;5;2
17340;2016;3;24;1;1;1;6;16;14;19;3;0;0
17340;2017;1;1;5;8;14;9;5;7;0;0;0;0
17341;2017;64;51;98;61;83;15;0;0;0;0;11;125
17341;2016;1;3;3;0;0;39;62;13;11;11;24;62
17341;2018;105;50;64;49;31;51;24;5;0;22;19;35
17341;2019;35;22;30;42;70;21;13;0;2;11;23;24
17342;2018;3;5;2;0;0;0;0;0;0;0;0;0
17342;2016;1;14;0;0;1;0;3;2;0;1;2;2
17342;2017;0;3;2;10;7;3;5;3;5;4;3;8
17343;2017;0;1;1;2;0;2;1;1;1;2;1;2
17343;2016;0;0;2;2;1;1;0;1;0;0;2;1
17343;2018;1;3;2;0;1;4;2;0;1;2;4;16
17344;2018;1;5;2;7;5;2;2;0;2;0;2;1
17344;2016;2;3;1;1;1;1;0;2;3;2;1;1
17344;2017;2;1;16;2;8;3;4;0;1;3;1;1
17344;2019;3;0;2;2;2;1;1;1;1;0;0;0
17345;2017;0;0;0;1;1;0;0;0;0;0;0;0
17345;2016;0;1;1;1;0;0;0;0;0;0;0;0
17346;2016;2;2;0;0;1;0;1;1;3;1;2;4
17347;2016;0;0;1;0;0;0;0;1;1;2;0;4
17347;2017;2;0;1;1;4;4;7;8;1;1;2;3
17347;2018;2;0;0;0;0;0;0;0;0;0;0;0
17348;2017;0;1;31;0;0;0;0;0;0;0;0;0
17348;2016;0;1;1;1;0;1;2;1;0;2;0;0
17349;2016;1;1;1;0;1;0;0;1;0;0;0;0
17349;2017;2;2;1;1;3;15;0;0;2;2;25;1
17349;2018;1;2;1;0;3;4;0;1;2;0;1;1
17349;2019;2;0;2;4;1;2;3;2;2;2;1;1
17350;2019;6;0;0;0;0;5;7;2;0;0;7;0
17350;2018;13;7;1;0;1;1;0;6;7;1;0;1
