"","sku","stock_actual","prevision_total","stock_meses","PC_medio","Altura","Largura","Comprimento","valor_stock_usd","stock_meses_1"
"6988","22372",3.185,"    5,0",0,"   0,000","0","0","0","    0,00",0
"6989","22373",1.315,"    3,6",0,"   0,000","0","0","0","    0,00",0
"6990","22382",24,"    0,0",0,"   0,000","0","0","0","    0,00",12
"6991","22383",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"6992","22384",2,"    0,0",0,"   0,000","0","0","0","    0,00",12
"6993","22388",16,"    0,0",0,"   0,000","0","0","0","    0,00",12
"6994","24",21.619,"   10,2",2,"   0,000","0","0","0","    0,00",2
"6995","26",19.479,"    9,6",2,"   0,000","0","0","0","    0,00",2
"6996","62222",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"6997","62332",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"6998","6242211",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"6999","626132",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7000","626212",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7001","62624",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7002","22357",24,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7003","22387",8,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7004","4332",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7005","4352",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7006","4372",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7007","62212",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7008","62322",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7009","62432",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7010","62482",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7011","62611",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7012","626122",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7013","626222",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7014","626232",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7015","62662",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7016","6321",0,"    0,0",0," 603,550","0","0","0","    0,00",12
"7017","6928",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7018","78884",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7019","8992761111014",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7020","21224",0,"    0,0",0,"   0,000","0,009","1","1","    0,00",12
"7021","21306",17,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7022","21310",26,"   18,0",1,"   0,000","0","0","0","    0,00",1
"7023","21315",62,"   22,0",2,"   0,000","0,005","1","1","    0,00",2
"7024","21316",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7025","21367",5,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7026","21372",1,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7027","21377",0,"    3,8",0,"   0,000","0","0","0","    0,00",0
"7028","21380",3,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7029","21397",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7030","21410",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7031","21416",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7032","21419",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7033","21422",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7034","21451",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7035","21462",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7036","21464",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7037","21468",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7038","21471",14,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7039","21474",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7040","21478",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7041","21486",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7042","21530",504," 7330,9",0,"   0,000","0","0","0","    0,00",0
"7043","21554",3,"    3,6",0,"   0,000","0","0","0","    0,00",0
"7044","21573",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7045","21594",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7046","21615",22,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7047","21617",24,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7048","21621",86,"    4,0",12,"   0,000","0","0","0","    0,00",12
"7049","21628",0,"   50,6",0,"   0,000","0","0","0","    0,00",0
"7050","21631",3,"   24,0",0,"   0,000","0","0","0","    0,00",0
"7051","21638",38,"   17,1",2,"   0,000","0","0","0","    0,00",2
"7052","21648",36,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7053","21649",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7054","21650",90,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7055","21652",49,"   10,0",4,"   0,000","0","0","0","    0,00",4
"7056","99998",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7057","adt",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7058","div",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7059","PagPatrocinio",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7060","7861",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7061","descomercial",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7062","PARQUE",0,"  331,2",0,"   0,000","0","0","0","    0,00",0
"7063","22155",48,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7064","22203",64,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7065","22207",48,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7066","22236",48,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7067","22291",5,"    8,1",0,"   0,000","0","0","0","    0,00",0
"7068","22294",48,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7069","22306",5,"   50,0",0,"   0,000","0","0","0","    0,00",0
"7070","22320",70,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7071","22325",60,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7072","22326",60,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7073","22340",18,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7074","22346",20,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7075","22350",30,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7076","22356",24,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7077","22360",24,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7078","22365",2,"   45,0",0,"   0,000","0","0","0","    0,00",0
"7079","22386",2,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7080","22457",95,"   90,0",1,"   0,000","0","0","0","    0,00",1
"7081","27",23.417,"   14,7",1,"   0,000","0","0","0","    0,00",1
"7082","31",546,"    0,0",0,"   9,923","0,018","1","1"," 5417,89",12
"7083","21623",60,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7084","21633",0,"   30,0",0,"   0,000","0","0","0","    0,00",0
"7085","21643",17,"   13,0",1,"   0,000","0","0","0","    0,00",1
"7086","21651",0,"   50,6",0,"   0,000","0","0","0","    0,00",0
"7087","21669",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7088","21675",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7089","21677",53,"   11,1",4,"   0,000","0","0","0","    0,00",4
"7090","21682",2,"   86,0",0,"   0,000","0","0","0","    0,00",0
"7091","21782",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7092","21788",21,"   10,8",1,"   0,000","0","0","0","    0,00",1
"7093","21807",113,"    3,0",12,"   0,000","0","0","0","    0,00",12
"7094","21823",3,"    3,0",1,"   0,000","0","0","0","    0,00",1
"7095","21828",3.42,"    7,6",0,"   0,000","0","0","0","    0,00",0
"7096","21837",5,"    6,0",0,"   0,000","0","0","0","    0,00",0
"7097","21847",6,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7098","21903",30,"   21,4",1,"   0,000","0","0","0","    0,00",1
"7099","21938",2,"    3,4",0,"   0,000","0","0","0","    0,00",0
"7100","21939",20,"  104,0",0,"   0,000","0","0","0","    0,00",0
"7101","21942",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7102","21945",1,"    2,4",0,"   0,000","0","0","0","    0,00",0
"7103","21952",4,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7104","21955",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7105","21960",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7106","21979",78,"   36,0",2,"   0,000","0","0","0","    0,00",2
"7107","21998",57,"    9,0",6,"   0,000","0","0","0","    0,00",6
"7108","21999",54,"   18,0",3,"   0,000","0","0","0","    0,00",3
"7109","22012",26,"   12,0",2,"   0,000","0","0","0","    0,00",2
"7110","22041",16,"   72,0",0,"   0,000","0","0","0","    0,00",0
"7111","22060",26,"   12,0",2,"   0,000","0","0","0","    0,00",2
"7112","22067",6,"   18,0",0,"   0,000","0","0","0","    0,00",0
"7113","21668",0,"    7,2",0,"   0,000","0","0","0","    0,00",0
"7114","21670",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7115","21672",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7116","21676",2,"    2,6",0,"   0,000","0","0","0","    0,00",0
"7117","21752",277,"    4,7",12,"   0,000","0","0","0","    0,00",12
"7118","21764",0,"   84,0",0,"   0,000","0","0","0","    0,00",0
"7119","21770",9,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7120","21774",47.37,"   18,9",2,"   0,000","0","0","0","    0,00",2
"7121","21776",15,"    2,1",6,"   0,000","0","0","0","    0,00",6
"7122","21783",14,"    9,6",1,"   0,000","0","0","0","    0,00",1
"7123","21801",10,"    4,3",2,"   0,000","0","0","0","    0,00",2
"7124","21804",24,"   36,0",0,"   0,000","0","0","0","    0,00",0
"7125","21842",0,"    3,0",0,"   0,000","0","0","0","    0,00",0
"7126","21845",6,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7127","21838",14,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7128","21912",1,"   25,3",0,"   0,000","0","0","0","    0,00",0
"7129","21940",1,"    7,5",0,"   0,000","0","0","0","    0,00",0
"7130","21943",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7131","21944",2,"    1,0",1,"   0,000","0","0","0","    0,00",1
"7132","21946",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7133","21947",2,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7134","21950",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7135","21953",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7136","21954",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7137","21956",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7138","21957",1,"    6,0",0,"   0,000","0","0","0","    0,00",0
"7139","22013",16,"   36,0",0,"   0,000","0","0","0","    0,00",0
"7140","22029",23,"    3,0",7,"   0,000","0","0","0","    0,00",7
"7141","22031",23,"    3,0",7,"   0,000","0","0","0","    0,00",7
"7142","22062",34,"   18,0",1,"   0,000","0","0","0","    0,00",1
"7143","22064",17,"    3,0",5,"   0,000","0","0","0","    0,00",5
"7144","22066",11,"    3,0",3,"   0,000","0","0","0","    0,00",3
"7145","22079",101,"   21,0",4,"   0,000","0","0","0","    0,00",4
"7146","22127",60,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7147","22180",18,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7148","22228",48,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7149","22231",36,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7150","22237",64,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7151","22318",151,"  178,0",0,"   0,000","0","0","0","    0,00",0
"7152","22319",174,"  150,0",1,"   0,000","0","0","0","    0,00",1
"7153","22321",70,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7154","22327",72,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7155","22332",18,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7156","22333",12,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7157","22334",18,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7158","22338",18,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7159","22339",12,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7160","22341",12,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7161","22345",24,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7162","22351",60,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7163","22355",28,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7164","22361",24,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7165","22367",60000,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7166","22371",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7167","22381",16,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7168","22385",8,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7169","22458",1560,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7170","4432",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7171","62242",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7172","62262",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7173","62312",0,"    0,0",0,"1030,390","0","0","0","    0,00",12
"7174","62412",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7175","62613",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7176","4342",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7177","62264",0,"    0,0",0," 150,000","0","0","0","    0,00",12
"7178","62382",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7179","624213",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7180","62512",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7181","625121",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7182","625122",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7183","62532",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7184","62652",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7185","62672",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7186","62683",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7187","63822",0,"    0,0",0," 750,000","0","0","0","    0,00",12
"7188","99999",0,"   56,0",0,"   0,000","0","0","0","    0,00",0
"7189","acerto",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7190","VISA",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7191","21839",4,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7192","21841",4,"    4,0",0,"   0,000","0","0","0","    0,00",0
"7193","21844",4,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7194","21846",6,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7195","21850",5,"    3,0",1,"   0,000","0","0","0","    0,00",1
"7196","21880",0,"   26,0",0,"   0,000","0","0","0","    0,00",0
"7197","21902",5,"   23,6",0,"   0,000","0","0","0","    0,00",0
"7198","16054",0,"    4,4",0,"  11,200","0","0","0","    0,00",0
"7199","16241",14,"   16,2",0,"  12,027","0,26","0,27","0,35","  168,37",0
"7200","16727",19,"    3,0",6,"  10,000","0,246","0,304","0,208","  190,00",6
"7201","16730",24,"    0,0",0,"   9,946","0,29","0,17","0,25","  238,70",12
"7202","16742",1,"   68,5",0,"   1,774","0,27","0,43","0,31","    1,77",0
"7203","16759",144,"    0,0",0,"   1,010","0,41","0,18","0,2","  145,44",12
"7204","16812",0,"    0,0",0,"   2,345","0","0","0","    0,00",12
"7205","16836",0,"    0,0",0,"   1,016","0","0","0","    0,00",12
"7206","16850",0,"    0,0",0,"   4,550","0","0","0","    0,00",12
"7207","16851",0,"    0,0",0,"   5,425","0","0","0","    0,00",12
"7208","16883",0,"    0,0",0,"   5,242","0,155","0,235","0,32","    0,00",12
"7209","16886",0,"    0,0",0,"  10,950","0,155","0,235","0,32","    0,00",12
"7210","16923",42,"   63,8",0,"   6,560","0,318","0,163","0,248","  275,52",0
"7211","17033",0,"    0,0",0,"   3,500","0","0","0","    0,00",12
"7212","17035",0,"    0,0",0,"   3,500","0","0","0","    0,00",12
"7213","17037",0,"    0,0",0,"   3,500","0","0","0","    0,00",12
"7214","15727",3,"    0,0",0,"   4,130","0","0","0","   12,39",12
"7215","15739",0,"    2,2",0,"   0,000","0","0","0","    0,00",0
"7216","15743",0,"    0,0",0,"   7,350","0","0","0","    0,00",12
"7217","15745",0,"    0,0",0,"   5,707","0","0","0","    0,00",12
"7218","15751",1,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7219","15766",0,"    0,0",0,"   8,600","0","0","0","    0,00",12
"7220","15771",2,"    1,0",2,"   0,000","0","0","0","    0,00",2
"7221","15777",0,"    0,0",0,"   6,055","0","0","0","    0,00",12
"7222","15780",0,"    0,0",0,"   4,585","0","0","0","    0,00",12
"7223","15920",68,"  103,7",0,"   0,887","1","1","0,005","   60,29",0
"7224","15974",27,"    1,0",12,"  15,530","0,165","0,315","0,37","  419,31",12
"7225","16055",0,"    0,0",0,"  10,290","0","0","0","    0,00",12
"7226","16057",0,"    0,0",0,"  11,130","0","0","0","    0,00",12
"7227","16058",0,"    0,0",0,"  13,930","0","0","0","    0,00",12
"7228","16072",0,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7229","17641",14,"    0,0",0,"   1,450","0,14","0,3","0,38","   20,30",12
"7230","17691",66,"    2,1",12,"   7,200","0,39","0,3","0,4","  475,20",12
"7231","17711",0,"    0,0",0,"   3,220","0,34","0,155","0,225","    0,00",12
"7232","17715",0,"    0,0",0,"   3,987","0,16","0,24","0,32","    0,00",12
"7233","17719",0,"    0,0",0,"   9,050","0","0","0","    0,00",12
"7234","17722",0,"    0,0",0,"  19,600","0","0","0","    0,00",12
"7235","17806",11,"    0,0",0,"   3,450","0,003","1","1","   37,95",12
"7236","17812",1,"    1,0",1,"   4,070","0,002","1","1","    4,07",1
"7237","17828",20,"    9,5",2,"   1,725","0,003","1","1","   34,50",2
"7238","17829",0,"    0,0",0,"   3,914","0,003","1","1","    0,00",12
"7239","17834",5,"    0,0",0,"   4,088","0,003","1","1","   20,44",12
"7240","17836",4,"   11,1",0,"   4,098","0,003","1","1","   16,39",0
"7241","17842",0,"    0,0",0,"   3,226","0,004","1","1","    0,00",12
"7242","17849",63,"   21,6",2,"   1,310","0,01","1","1","   82,53",2
"7243","17858",11,"   66,2",0,"   2,772","1","1","0,012","   30,49",0
"7244","17860",26,"   74,9",0,"   0,431","0,001","1","1","   11,20",0
"7245","17868",46,"    0,0",0,"  18,520","0,021","0","0","  851,92",12
"7246","17869",42,"    4,9",8,"  16,530","0,021","0","0","  694,26",8
"7247","17877",0,"  438,7",0,"   6,082","0,21","0,23","0,32","    0,00",0
"7248","17996",0,"   28,9",0,"   0,000","0","0","0","    0,00",0
"7249","18019",139,"    1,9",12,"   0,845","0,093","1","1","  117,45",12
"7250","18033",300,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7251","18034",14850,"    0,0",0,"   0,100","0,23","0,27","0,52"," 1485,00",12
"7252","18053",2,"    0,0",0,"   0,000","0","0","0","    0,00",12
"7253","18080",5,"  165,6",0,"   0,500","0","0","0","    2,50",0
"7254","18085",0,"    0,0",0,"   2,946","0,034","1","1","    0,00",12
"7255","18128",0,"    7,7",0,"  11,172","0,003","1","1","    0,00",0
"7256","18151",61,"    1,6",12,"   7,720","0,002","1","1","  470,92",12
"7257","18191",44,"    2,2",12,"  17,440","0,017","0","0","  767,36",12
"7258","20785",24,"    0,0",0,"   1,040","0,746","0,34","0,58","   24,96",12
"7259","20789",24,"    1,0",12,"   2,450","0,65","0,47","0,75","   58,80",12
"7260","20942",254,"  168,0",1,"   0,670","0,003","1","1","  170,18",1
"7261","21012",5,"    0,0",0,"  24,670","0,292","0,196","0,229","  123,35",12
"7262","21019",89,"    1,0",12,"  10,850","0,236","0,16","0,279","  965,65",12
"7263","21041",0,"    0,0",0,"  10,500","0","0","0","    0,00",12
"7264","21059",1300,"  480,4",2,"   0,600","0,306","0,136","0,276","  780,00",2
"7265","21062",4,"   18,0",0,"   1,690","0,393","0,276","0,245","    6,76",0
"7266","21065",126,"  103,7",1,"   0,750","0,306","0,164","0,282","   94,50",1
"7267","21066",198,"  112,7",1,"   0,710","0,316","0,136","0,276","  140,58",1
"7268","21081",301,"  201,0",1,"   1,180","0,018","1","1","  355,18",1
"7269","21093",120,"    0,0",0,"   0,760","0,004","1","1","   91,20",12
"7270","21097",48,"    0,0",0,"   1,490","0,013","1","1","   71,52",12
"7271","21099",40,"   31,3",1,"   0,880","0,007","1","1","   35,20",1
"7272","21121",0,"    0,0",0,"  16,450","0","0","0","    0,00",12
"7273","21127",58,"   52,7",1,"   0,880","0,007","1","1","   51,04",1
"7274","21144",0,"    0,0",0,"   4,150","0","0","0","    0,00",12
"7275","21223",0,"   21,4",0,"   0,000","0,009","1","1","    0,00",0
"7276","21228",0,"    0,0",0,"   0,000","0,008","1","1","    0,00",12
"7277","21269",0,"    0,0",0,"   2,667","0","0","0","    0,00",12
"7278","21289",56,"   34,4",1,"   0,000","0,247","0,166","0,318","    0,00",1
"7279","21293",57,"    0,0",0,"   0,000","0,196","0,191","0,33","    0,00",12
"7280","21297",22,"    6,5",3,"   0,000","0,325","0,165","0,245","    0,00",3
"7281","21298",25,"    0,0",0,"   0,000","0,17","0,25","0,32","    0,00",12
"7282","19578",48,"   75,3",0,"   1,240","0,028","0,09","0,077","   59,52",0
"7283","19589",110,"  123,6",0,"   2,099","0,19","0,42","0,32","  230,89",0
"7284","19590",174,"  154,1",1,"   2,078","0,18","0,42","0,32","  361,57",1
"7285","19638",6,"    0,0",0,"   1,780","0,19","0,1","0,2","   10,68",12
"7286","19642",5,"    0,0",0,"   2,060","0,2","0,1","0,2","   10,30",12
"7287","19644",10,"    2,8",3,"   2,260","0,2","0,1","0,2","   22,60",3
"7288","19680",62,"    0,0",0,"   1,322","0,03","1","1","   81,98",12
"7289","19711",27,"    0,0",0,"   2,380","0,045","1","1","   64,26",12
"7290","19715",81,"    1,0",12,"   2,072","0,288","1","1","  167,80",12
"7291","19726",20,"    4,8",4,"   4,908","0,03","1","1","   98,16",4
"7292","19727",37,"    2,5",12,"   3,430","0,163","1","1","  126,91",12
"7293","19731",11,"    0,0",0,"   5,150","0,081","1","1","   56,65",12
"7294","19783",2,"   15,9",0,"   1,180","0,003","1","1","    2,36",0
"7295","19793",0,"    0,0",0,"   2,920","0,006","1","1","    0,00",12
"7296","19799",0,"    0,0",0,"   2,673","0,006","1","1","    0,00",12
"7297","19800",17,"   39,0",0,"   2,890","0,006","1","1","   49,13",0
"7298","19813",19,"   17,8",1,"   1,300","0,004","1","1","   24,70",1
"7299","19819",65,"   78,2",0,"   1,655","0,011","1","1","  107,59",0
"7300","19851",0,"    0,0",0,"  10,381","0,413","0,115","0,101","    0,00",12
"7301","19855",0,"    0,0",0,"  51,630","0,477","0,15","0,14","    0,00",12
"7302","20792",14,"    0,0",0,"   4,750","0,79","0,41","0,85","   66,50",12
"7303","20794",26,"    0,0",0,"   3,270","0,84","0,41","0,78","   85,02",12
"7304","20798",5,"    1,2",4,"   5,860","0,63","0,49","0,91","   29,30",4
"7305","20807",22,"   10,4",2,"   4,570","0,81","0,38","0,57","  100,54",2
"7306","20810",4,"    1,0",4,"   5,170","0,76","0,805","0,305","   20,68",4
"7307","20811",0,"    0,0",0,"   6,090","0,79","0,6","0,525","    0,00",12
"7308","20816",8,"    7,4",1,"   7,580","0,79","0,7","0,38","   60,64",1
"7309","20825",0,"    4,8",0,"  18,580","0,94","0,62","0,325","    0,00",0
"7310","20834",0,"    6,5",0,"  12,510","0","0","0","    0,00",0
"7311","20838",1,"    4,5",0,"  21,910","0","0","0","   21,91",0
"7312","20839",0,"   10,2",0,"  17,850","0","0","0","    0,00",0
"7313","20882",0,"    0,0",0,"   8,260","0,006","1","1","    0,00",12
"7314","20888",10,"   27,0",0,"   2,610","0,027","1","1","   26,10",0
"7315","20892",56,"   54,0",1,"   0,890","0,014","1","1","   49,84",1
"7316","20894",42,"   71,1",0,"   2,060","0,009","1","1","   86,52",0
"7317","20912",6,"    0,0",0,"   2,070","0,011","1","1","   12,42",12
"7318","20915",80,"   94,7",0,"   1,830","0,011","1","1","  146,40",0
"7319","20916",55,"   90,8",0,"   1,830","0,011","1","1","  100,65",0
"7320","20932",27,"   42,0",0,"   3,190","0,2","0,152","0,395","   86,13",0
"7321","20934",120,"    0,0",0,"   1,050","0,002","1","1","  126,00",12
"7322","20937",96,"    0,0",0,"   1,050","0,002","1","1","  100,80",12
"7323","20419",0,"    1,0",0,"   0,200","0","0","0","    0,00",0
"7324","20433",0,"    0,0",0,"   2,250","0","0","0","    0,00",12
"7325","20441",17,"   31,3",0,"   1,580","0,122","0,158","0,236","   26,86",0
"7326","20504",15,"   15,9",0,"   2,410","0,005","1","1","   36,15",0
"7327","20520",153,"   34,3",4,"   3,750","0,28","0,39","0,3","  573,75",4
"7328","20523",15,"    0,0",0,"   5,200","0","0","0","   78,00",12
"7329","20527",12,"    0,0",0,"   2,730","0","0","0","   32,76",12
"7330","20581",0,"    0,0",0,"  13,370","0","0","0","    0,00",12
"7331","20584",0,"    0,0",0,"  16,450","0","0","0","    0,00",12
"7332","20586",0,"    0,0",0,"  13,230","0","0","0","    0,00",12
"7333","20591",0,"    0,0",0,"   6,055","0","0","0","    0,00",12
"7334","20594",0,"    0,0",0,"  14,490","0","0","0","    0,00",12
"7335","20605",24,"   29,6",0,"   0,930","0,17","0,15","0,2","   22,32",0
"7336","20607",360,"    0,0",0,"   0,500","0,41","0,41","0,61","  180,00",12
"7337","20611",16,"    5,6",2,"   4,150","0,08","0,07","0,21","   66,40",2
"7338","20615",18,"    0,0",0,"   1,820","0,14","0,07","0,13","   32,76",12
"7339","20651",81,"   70,7",1,"  29,320","0,112","0,366","0,412"," 2374,92",1
"7340","20784",48,"    0,0",0,"   1,430","0,65","0,5","0,5","   68,64",12
"7341","20786",32,"    0,0",0,"   2,400","0,9","0,35","0,9","   76,80",12
"7342","20788",1,"    1,0",1,"   2,390","0,66","0,46","0,82","    2,39",1
"7343","20793",12,"    1,0",12,"   2,540","0,77","0,54","0,54","   30,48",12
"7344","20801",7,"    0,0",0,"   3,120","0,33","0,53","0,43","   21,84",12
"7345","20804",38,"    4,0",9,"   2,430","0,84","0,32","0,71","   92,34",9
"7346","20806",1,"    1,0",1,"   3,410","0,38","0,25","0,24","    3,41",1
"7347","20808",1,"    1,0",1,"   3,320","0,95","0,6","0,41","    3,32",1
"7348","20809",31,"    0,0",0,"   4,630","0,43","0,31","0,42","  143,53",12
"7349","20815",38,"    1,0",12,"   7,020","0,58","0,505","0,53","  266,76",12
"7350","20820",0,"    0,0",0,"   9,500","0,62","0,85","0,5","    0,00",12
"7351","20821",0,"    7,9",0,"   8,550","0,32","0,78","0,48","    0,00",0
"7352","20826",12,"    0,0",0,"   2,780","0,41","0,3","0,28","   33,36",12
"7353","20827",24,"    0,0",0,"   2,780","0,41","0,3","0,28","   66,72",12
"7354","20833",36,"    0,0",0,"   1,200","0,163","0,394","0,145","   43,20",12
"7355","18902",9,"   14,6",0,"   6,200","0,025","1","1","   55,80",0
"7356","18924",0,"    0,0",0,"  10,000","0","0","0","    0,00",12
"7357","18931",0,"    0,0",0,"  11,000","0","0","0","    0,00",12
"7358","18932",0,"    0,0",0,"  10,750","0","0","0","    0,00",12
"7359","18934",0,"    0,0",0,"  17,710","0","0","0","    0,00",12
