sku;Produto;Descricao Curta;Tipo Produto;pvp;PC_medio;Descontinuado;Fornecedor;Localizacao Criacao;Peso Bruto;Altura;Largura;Comprimento
18080;Rucula un;Rucula un;Normal;1,3;0,5;FALSO;FELIZFARM LDA;LOJA;0;0;0;0
18081;Esc dent colgate twister soft/medium;Esc dent colgate twister;Normal;1,2;0,768347;FALSO;PACTRADE TIMOR LTD;LOJA;0;0;0;0
18082;Esc dent colgate kids soft;Esc dent colgate kids sof;Normal;0,6;0,384722;FALSO;PACTRADE TIMOR LTD;LOJA;0;0;0;0
18083;Royal mix natural wonder 220g;Royal mix natural wonder;Normal;11;6,07;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,021;1;1
18084;Baked walnuts natural wonder 200g;Baked walnuts natural won;Normal;9,6;5,322903;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,021;1;1
18085;Baked macadamia natural wonder 70g;Baked macadamia natural w;Normal;5,35;2,945792;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,034;1;1
18086;Uca cassava chips original 120g;Uca cassava chips origina;Normal;6,9;3,551765;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,042;1;1
18087;Uca cassava chips bbq 120g;Uca cassava chips bbq 120;Normal;6,9;3,683;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,042;1;1
18088;Uca cassava chips hot & spicy 120g;Uca cassava chips hot & s;Normal;6,9;3,418205;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,042;1;1
18089;Treatz original 150g;Treatz original 150g;Normal;9,55;4,803954;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,057;1;1
18090;Treatz cheese 150g;Treatz cheese 150g;Normal;7,7;4,13;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,057;1;1
18091;Treatz lime & black pepper 150g;Treatz lime & black peppe;Normal;8,5;4,33;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,057;1;1
18092;Treatz wasabi 150g;Treatz wasabi 150g;Normal;7,7;4,13;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,057;1;1
18093;Cabriz t dao reserva 1500ml;Cabriz t dao reserva 1500;Normal;40;14,741429;FALSO;DAO SUL - SOCIEDADE VINICOLA, SA;LOJA;13,8;0,313;0,212;0,345
18094;Vinha maria t medium sweet screwcap 750ml;Vinha maria t medium swee;Normal;9;2,430105;FALSO;DAO SUL - SOCIEDADE VINICOLA, SA;LOJA;7,2;0,33;0,15;0,225
18095;Vinha maria b medium sweet screwcap 750ml;Vinha maria b medium swee;Normal;9;2,43;FALSO;DAO SUL - SOCIEDADE VINICOLA, SA;LOJA;7,2;0,33;0,15;0,225
18096;Vinha maria premium dao 750ml;Vinha maria b medium swee;Normal;11;3,259523;FALSO;DAO SUL - SOCIEDADE VINICOLA, SA;LOJA;8,3;0,324;0,241;0,16
18097;Vinea cartuxa t 750ml;Vinea cartuxa t 750ml;Normal;8;3,34;FALSO;FEA - FUNDACAO EUGENIO ALMEIDA;LOJA;7,75;0,33;0,235;0,16
18098;Esporao duas castas b 750ml;Esporao duas castas b 750;Normal;16;5,74;FALSO;ESPORAO S.A;LOJA;0;1;1;0,013
18102;Crocante;Crocante;Normal;1,1;0,5;FALSO;P TARCO;LOJA;0;0;0;0
18103;Bolinho milho;Bolinho milho;Normal;1,5;1;FALSO;P TARCO;LOJA;0;0;0;0
18104;Doce laco;Doce laco;Normal;1,5;1;FALSO;P TARCO;LOJA;0;0;0;0
18105;Prova regia b 750ml;Prova regia b 750ml;Normal;12,6;4,14;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,756;0,26;0,195;0,345
18106;Prova regia b reserva 750ml;Prova regia b reserva 750;Normal;15,5;5,44;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,756;0,26;0,195;0,345
18107;Principium t cab sauvignon touriga nac 750ml;Principium t cab sauvigno;Normal;12,5;4,0684;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,177;0,229;0,152;0,315
18110;Vivere b 750ml;Vivere b 750ml;Normal;9,8;2,8;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,16;0,315;0,152;0,229
18111;Vivere t 750ml;Vivere t 750ml;Normal;9,8;2,8;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,16;0,315;0,152;0,229
18117;Cottas b reserva 750ml;Cottas b reserva 750ml;Normal;25;9,79;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,7;0,31;0,24;0,16
18118;Cottas t reserva 750ml;Cottas t reserva 750ml;Normal;28;10,995238;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,7;0,31;0,24;0,16
18119;Cottas b 750ml;Cottas b 750ml;Normal;14,5;5,03;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,7;0,31;0,24;0,16
18120;Cottas t 750ml;Cottas t 750ml;Normal;14,5;5,03;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;7,7;0,31;0,24;0,16
18121;Cottas porto tawny reserva 750ml;Cottas porto tawny reserv;Normal;29,9;12,07;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;8,1;0,164;0,248;0,302
18122;Cottas porto tawny 750ml;Cottas porto tawny 750ml;Normal;20;7,61;FALSO;WINE VENTURES_QTA ROMEIRA, SA;LOJA;8,1;0,164;0,248;0,302
18123;R Romaneira t 750ml;R Romaneira t 750ml;Normal;15,5;5,41;FALSO;SOCIEDADE AGRICOLA ROMANEIRA, SA;LOJA;8,5;0,317;0,24;0,163
18127;Creme rosto plenitude revitalift dia 50ml;Creme rosto plenitude rev;Normal;25;13,34;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18128;Creme rosto nivea q10 anti tugas dia 50ml;Creme rosto nive q10 anti;Normal;23;11,1724;FALSO;RECHEIO S.A.;LOJA;0;0,003;1;1
18129;Creme rosto nivea q10 anti tugas noite 50ml;Creme rosto nive q10 anti;Normal;23;11,81;FALSO;RECHEIO S.A.;LOJA;0;0,001;1;1
18130;Creme rosto nivea sensitive 50ml;Creme rosto nivea sensiti;Normal;12,4;4,256798;FALSO;RECHEIO S.A.;LOJA;0;0,006;1;1
18131;Recarga esfregona neolar algodao;Recarga esfregona neolar;Normal;3,2;1,65;FALSO;RECHEIO S.A.;LOJA;0;0,013;1;1
18132;Colonia bebe johnson's happy 200ml;Colonia bebe johnson's ha;Normal;7,9;3,89;FALSO;RECHEIO S.A.;LOJA;0;0,007;1;1
18133;Creme bebe johnson's protector 100ml;Creme bebe johnson's prot;Normal;6,5;3,078457;FALSO;RECHEIO S.A.;LOJA;0;0,003;1;1
18134;Oleo bebe johnson's light spray 200ml;Oleo bebe johnson's light;Normal;8,3;4,1;FALSO;RECHEIO S.A.;LOJA;0;0,006;1;1
18135;Oleo bebe johnson's 300ml;Oleo bebe johnson's 300ml;Normal;6,9;3,46;FALSO;RECHEIO S.A.;LOJA;0;0,005;1;1
18136;Locao bebe johnson's 300ml;Locao bebe johnson's 300m;Normal;6,4;3,199149;FALSO;RECHEIO S.A.;LOJA;0;0,007;1;1
18137;Gel banho l.p.marseillais papoila leite algodao 650ml;Gel banho l.p.marseillais;Normal;6,5;3,18;FALSO;RECHEIO S.A.;LOJA;0;0,012;1;1
18138;Gel banho l.p.marseillais flor laranjeira 650ml;Gel banho l.p.marseillais;Normal;6,5;3,18;FALSO;RECHEIO S.A.;LOJA;0;0,012;1;1
18139;Gel banho l.p.marseillais baunilha 650ml;Gel banho l.p.marseillais;Normal;6,5;3,307602;FALSO;RECHEIO S.A.;LOJA;0;0,012;1;1
18140;Shampoo l.p.marseillais cab danificado 320ml;Shampoo l.p.marseillais c;Normal;5,9;2,91;FALSO;RECHEIO S.A.;LOJA;0;0,007;1;1
18141;Shampoo l.p.marseillais cab seco 320ml;Shampoo l.p.marseillais c;Normal;5,9;2,980869;FALSO;RECHEIO S.A.;LOJA;0;0,007;1;1
18142;Shampoo l.p.marseillais cab oleoso 300ml;Shampoo l.p.marseillais c;Normal;5,9;3,09;FALSO;RECHEIO S.A.;LOJA;0;0,007;1;1
18143;Shampoo l.p.marseillais cab pintado 320ml;Shampoo l.p.marseillais c;Normal;5,9;2,91;FALSO;RECHEIO S.A.;LOJA;0;0,007;1;1
18144;Shampoo l.p.marseillais cab loiro 320ml;Shampoo l.p.marseillais c;Normal;5,9;3,001298;FALSO;RECHEIO S.A.;LOJA;0;0,007;1;1
18145;Amac l.p.marseillais cab danificado 200ml;Amac l.p.marseillais cab;Normal;5,9;3,003587;FALSO;RECHEIO S.A.;LOJA;0;0,004;1;1
18146;Amac l.p.marseillais cab oleoso 200ml;Amac l.p.marseillais cab;Normal;5,9;3,019407;FALSO;RECHEIO S.A.;LOJA;0;0,004;1;1
18147;Amac l.p.marseillais cab loiro 200ml;Amac l.p.marseillais cab;Normal;5,9;3,005955;FALSO;RECHEIO S.A.;LOJA;0;0,004;1;1
18148;Amac l.p.marseillais cab seco 200ml;Amac l.p.marseillais cab;Normal;5,9;3,13;FALSO;RECHEIO S.A.;LOJA;0;0,009;1;1
18149;Baton labello solar;Baton labello solar;Normal;5,2;2,57;FALSO;RECHEIO S.A.;LOJA;0;0,004;1;1
18150;Baton ambre solaire pf20;Baton ambre solaire pf20;Normal;9;5,47;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18151;Emulsao hidr nivea for men protect;Emulsao hidr nivea for me;Normal;15,6;7,72;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18152;Palhinhas negras 25cm 135un;Palhinhas negras 25cm 135;Normal;2,95;1,46;FALSO;RECHEIO S.A.;LOJA;0;1;1;0,001
18153;Palhinhas frut 100un;Palhinhas frut 100un;Normal;15,4;7,64;FALSO;RECHEIO S.A.;LOJA;0;1;1;0,007
18154;Det maq roupa skip baby 25doses;Det maq roupa skip baby 2;Normal;18,9;8,19;FALSO;RECHEIO S.A.;LOJA;0;1;1;0,02
18156;Rolo adesivo home7;Rolo adesivo home7;Normal;2,4;1,174364;FALSO;RECHEIO S.A.;LOJA;0;1;1;0,021
18157;Recarga esfregona home7 microfibra;Recarga esfregona home7 m;Normal;3,8;1,889278;FALSO;RECHEIO S.A.;LOJA;0;0,033;1;1
18158;Recarga mopa seca home7 45cm;Recarga mopa seca home7 4;Normal;7,65;3,220909;FALSO;RECHEIO S.A.;LOJA;0;0,029;1;1
18159;Mopa seca home7 45cm cabo extensivel;Mopa seca home7 45cm cabo;Normal;16,3;8,08;FALSO;RECHEIO S.A.;LOJA;0;0,055;1;1
18160;Pa lixo home7 borracha c cabo;Pa lixo home7 borracha c;Normal;5,99;2,915455;FALSO;RECHEIO S.A.;LOJA;0;0,056;1;1
18161;Tabua engomar home7 116x35;Tabua engomar home7 116x3;Normal;45;24,034069;FALSO;RECHEIO S.A.;LOJA;0;0,031;1;1
18162;Cesto 24 molas p/roupa home7;Cesto 24 molas p/roupa ho;Normal;4,1;1,005;FALSO;RECHEIO S.A.;LOJA;0;0,046;1;1
18163;Acendalha ecologica home7 32cubos;Acendalha ecologica home7;Normal;1,85;0,92;FALSO;RECHEIO S.A.;LOJA;0;0,011;1;1
18164;Pano home7 po laranja 50x50;Pano home7 po laranja 50x;Normal;1,5;0,739603;FALSO;RECHEIO S.A.;LOJA;0;0,021;1;1
18165;Pano home7 malha 30x50;Pano home7 malha 30x50;Normal;2,3;0,922046;FALSO;RECHEIO S.A.;LOJA;0;0,022;1;1
18166;Pano home7 chao 65x65;Pano home7 chao 65x65;Normal;3,3;1,803;FALSO;RECHEIO S.A.;LOJA;0;0,054;1;1
18167;Esponja calcado home7 incolor;Esponja calcado home7 inc;Normal;1,5;0,66;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18168;Creme autobrilhante home7 incolor 40ml;Creme Autob.Home7 incolor;Normal;1,8;0,82;FALSO;RECHEIO S.A.;LOJA;0;0,004;1;1
18169;Pente cabelo 2un;Pente cabelo 2un;Normal;1,3;0,64;FALSO;RECHEIO S.A.;LOJA;0;0,001;1;1
18170;Escova cabelo esqueleto grande;Escova cabelo esqueleto g;Normal;3,9;2,02;FALSO;RECHEIO S.A.;LOJA;0;0,006;1;1
18171;Escova cabelo pneumatica grande;Escova cabelo pneumatica;Normal;4,9;2,55;FALSO;RECHEIO S.A.;LOJA;0;0,01;1;1
18172;Fosforos longos home7 22b pack3;Fosforos longos home7 22b;Normal;1,9;0,94;FALSO;RECHEIO S.A.;LOJA;0;0,021;1;1
18173;Balao home7 24un;Balao liso home7 24un;Normal;2,6;1,364323;FALSO;RECHEIO S.A.;LOJA;0;0,016;1;1
18174;Vela aniversario home7 azul 24un;Vela aniversario home7 az;Normal;1,2;0,5827;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18175;Vela aniversario home7 rosa 24un;Vela aniversario home7 ro;Normal;1,2;0,29;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18176;Vela aniversario home7 magica 10un;Vela aniversario home7 ma;Normal;2,25;1,17;FALSO;RECHEIO S.A.;LOJA;0;0,033;1;1
18177;Ambientador vela airwick antitabaco;Ambientador vela airwick;Normal;5,1;2,552949;FALSO;RECHEIO S.A.;LOJA;0;0,003;1;1
18178;Oleo bebe johnson's aloe 300ml;Oleo bebe johnson's 300ml;Normal;6,9;3,46;FALSO;RECHEIO S.A.;LOJA;0;0,005;1;1
18179;Esponja banho actibel;Esponja banho actibel;Normal;2,25;1,018189;FALSO;RECHEIO S.A.;LOJA;0;0,001;1;1
18180;Vela aniversario home7 0;Vela aniversario home7 0;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18181;Vela aniversario home7 1;Vela aniversario home7 1;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18182;Vela aniversario home7 2;Vela aniversario home7 2;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18183;Vela aniversario home7 3;Vela aniversario home7 3;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18184;Vela aniversario home7 4;Vela aniversario home7 4;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18185;Vela aniversario home7 5;Vela aniversario home7 5;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18186;Vela aniversario home7 6;Vela aniversario home7 6;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18187;Vela aniversario home7 7;Vela aniversario home7 7;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18188;Vela aniversario home7 8;Vela aniversario home7 8;Normal;0,8;0,37;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18189;Vela aniversario home7 9;Vela aniversario home7 9;Normal;0,8;0,39;FALSO;RECHEIO S.A.;LOJA;0;0,002;1;1
18190;Spray ambre solaire clear protect pf30;Spray ambre solaire clear;Normal;30;16,77;FALSO;RECHEIO S.A.;LOJA;0;0,022;0;0
18191;Leite ambre solaire hidratante crianca pf50+;Leite ambre solaire hidra;Normal;30;17,44;FALSO;RECHEIO S.A.;LOJA;0;0,017;0;0
18192;Serum pantene repara protege pontas 75ml;Serum pantene repara prot;Normal;12,9;6,4;FALSO;RECHEIO S.A.;LOJA;0;0,001;1;1
18193;Lavatudo amanhecer floral 2l;Lavatudo amanhecer floral;Normal;4,25;2,057097;FALSO;RECHEIO S.A.;LOJA;0;0,02;1;1
18194;Lavatudo chao amanhecer limao 1.5l;Lavatudo chao amanhecer l;Normal;3,5;1,594043;FALSO;RECHEIO S.A.;LOJA;0;0,034;1;1
18196;Bloco sanitario sup ultra pro marinho +2rec;Bloco sanitario sup ultra;Normal;3,9;1,63;FALSO;RECHEIO S.A.;LOJA;0;0,028;1;1
18197;Vinha grande t 750ml;Vinha grande t 750ml;Normal;18,9;7,14;FALSO;SOGRAPE ASIA PACIFIC;LOJA;0;1;1;0,018
18198;Acumulador frio k400;Acumulador frio k40;Normal;2,7;1,361972;FALSO;ADVANCED PRODUCTS;LOJA;0;0,166;0,093;0,03
18199;Calice 38cl rioja cor;Calice 38cl rioja cor;Normal;2;0,99;FALSO;ANITEX - LARBRINCA;LOJA;0;0,039;1;1
18200;Tubo confettis;Tubo confetis;Normal;3,4;1,777368;FALSO;ANITEX - LARBRINCA;LOJA;0;0,101;1;1
18201;Assadeira rect gres 32,5x19;Assadeira rect gres 32,5x;Normal;6;2,343507;FALSO;ANITEX - LARBRINCA;LOJA;0;0,542;1;1
18202;Assadeira rect gres 37,5x22;Assadeira rect gres 37,5x;Normal;7;2,84;FALSO;ANITEX - LARBRINCA;LOJA;0;0,542;1;1
18203;Assadeira rect gres br 28,5x19;Assadeira rect gres br 28;Normal;8;3,54;FALSO;ANITEX - LARBRINCA;LOJA;0;1,1;1;1
18204;Cacarola c tampa ceramica 2,4l;Cacarola c tampa ceramica;Normal;12,5;4,968701;FALSO;ANITEX - LARBRINCA;LOJA;0;1,728;1;1
18205;Assadeira quad ceramica 24cm;Assadeira quad ceramica 2;Normal;6;2,41;FALSO;ANITEX - LARBRINCA;LOJA;0;1,632;1;1
18206;Assadeira rect ceramica 14x12;Assadeira rect ceramica 1;Normal;3;0,760847;FALSO;ANITEX - LARBRINCA;LOJA;0;0,55;1;1
18207;Assadeira rect ceramica 27x19;Assadeira rect ceramica 2;Normal;6;2,511098;FALSO;ANITEX - LARBRINCA;LOJA;0;1,17;1;1
18208;Assadeira quad ceramica 33cm;Assadeira quad ceramica 3;Normal;6;2,628108;FALSO;ANITEX - LARBRINCA;LOJA;0;1,248;1;1
18209;Copo 36cl tubo;Copo 36cl tubo;Normal;1,3;0,634356;FALSO;ANITEX - LARBRINCA;LOJA;0;0,022;1;1
18210;Saladeira ceramica 28cm;Saladeira ceramica 28cm;Normal;11;4,583957;FALSO;ANITEX - LARBRINCA;LOJA;0;0,6;1;1
18211;Taca gelado 22,5cl fiesta;Taca gelado 22,5cl festa;Normal;2;0,816222;FALSO;ANITEX - LARBRINCA;LOJA;0;0,028;1;1
18212;Prato cor 33cm 6un;Prato cor 33cm 6un;Normal;24;11,74;FALSO;ANITEX - LARBRINCA;LOJA;0;0,027;1;1
18213;Espadarte posta saco 800gr;Espadarte posta saco 800g;Normal;20;9,41;FALSO;ALCIDES SANTOS ANTUNES, LDA (ASA CONGELADOS);LOJA;8,4;0,185;0,28;0,4
18215;Ovos moles aveiro 250gr;Ovos moles aveiro 250gr;Normal;8,5;4,35;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;1,8;0,155;0,16;0,29
18216;Moliceiro ovos moles 4un;Moliceiro ovos moles 4un;Normal;8;4,2;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0,53;0,08;0,27;0,27
18217;Pao de lo 6x75gr;Pao de lo 6x75gr;Normal;5,5;2,6;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;1;0,235;0,245;0,415
18220;Trouxa ovos 4un;Trouxa ovos 4un;Normal;9,5;4,92;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;1,4;0,11;0,16;0,27
18221;Truffa ovos moles 9un;Truffa ovos moles 9un;Normal;6;3,033;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0,92;0,13;0,2;0,27
18222;Queijinho amendoa ovos moles 6un;Queijinho amendoa ovos mo;Normal;5,5;3,1;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0,92;0,13;0,2;0,27
18223;Castanha ovos 6un;Castanha ovos 6un;Normal;6;2,33;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0,95;0,13;0,2;0,27
18224;Quindim 400gr;Quindim 400gr;Normal;7,5;3,62;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;1,783;0,15;0,2;0,39
18225;Pastel torres vedras 380gr;Pastel torres vedras 380g;Normal;8;4,316468;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;2,52;0,13;0,2;0,27
18226;Gelado ovos moles aveiro 150ml;Gelado ovos moles aveiro;Normal;3,5;1,68;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,085;0,19;0,21
18227;Gelado leite creme 150ml;Gelado leite creme 150ml;Normal;3,5;1,6;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,085;0,19;0,21
18228;Gelado leite creme 450ml;Gelado leite creme 450ml;Normal;8;3,94;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,165;0,25;0,37
18229;Gelado requeijao doce abobora 150ml;Gelado requeijao doce abo;Normal;3,5;1,662003;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,085;0,19;0,21
18230;Gelado mirtilo framboesa chocolate 150ml;Gelado mirtilo framboesa;Normal;3,5;1,620261;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,085;0,19;0,21
18231;Gelado mirtilo framboesa chocolate 450ml;Gelado mirtilo framboesa;Normal;9;4,449754;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,165;0,25;0,37
18233;Gelado chocolate suspiros 150ml;Gelado chocolate suspiros;Normal;3,5;1,634557;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,085;0,19;0,21
18234;Gelado chocolate suspiros 450ml;Gelado Chocolate com Susp;Normal;9;4,459167;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,165;0,25;0,37
18235;Gelado pastel nata 450ml;Gelado pastel nata 450ml;Normal;9;4,435745;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,165;0,25;0,37
18236;Gelado creme leite bolacha maria 450ml;Gelado creme leite bolach;Normal;9;4,64;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,165;0,25;0,37
18237;Gelado ananas hortela 150ml;Gelado ananas hortela 150;Normal;3,5;1,68;FALSO;FABRIDOCE - DOCES REGIONAIS, LDA;LOJA;0;0,085;0,19;0,21
18239;Flute 23,7cl;Flute 23,7cl;Normal;2,5;1,192941;FALSO;ANITEX - LARBRINCA;LOJA;0;0,03;1;1
18240;Copo 36cl smile;Copo 36cl smile;Normal;2,3;1,0792;FALSO;ANITEX - LARBRINCA;LOJA;0;0,041;1;1
18241;Chavena cafe 6un vidro;Chavena cafe 6un vidro;Normal;14,5;6,97;FALSO;ANITEX - LARBRINCA;LOJA;0;0,013;1;1
18243;Talheres 24un cor;Talheres 24un cor;Normal;25;6,830413;FALSO;ANITEX - LARBRINCA;LOJA;0;0,048;1;1
18244;Cadeira praia;Cadeira praia;Normal;32,9;16,37;FALSO;ANITEX - LARBRINCA;LOJA;0;0,126;1;1
18245;Talheres 16un;Talheres 16un cor;Normal;20;11,04;FALSO;ANITEX - LARBRINCA;LOJA;0;0,042;1;1
18246;Prato natal vidro;Prato natal vidro 19cm;Normal;3,9;1,91;FALSO;ANITEX - LARBRINCA;LOJA;0;0,028;1;1
18248;Copo 31cl lexington;Copo 31cl lexington;Normal;1,7;0,77;FALSO;ANITEX - LARBRINCA;LOJA;0;0,032;1;1
18249;Copo 35cl london;Copo 35cl london;Normal;1,9;0,930206;FALSO;ANITEX - LARBRINCA;LOJA;0;0,025;1;1
18250;Copo alto 36cl niza;Copo alto 36cl niza;Normal;1,7;0,829101;FALSO;ANITEX - LARBRINCA;LOJA;0;0,029;1;1
18251;Calice vinho t 32cl;Calice vinho t 32cl;Normal;2,8;1,279072;FALSO;ANITEX - LARBRINCA;LOJA;0;0,037;1;1
18252;Calice agua;Calice agua 37cl;Normal;2,8;1,408219;FALSO;ANITEX - LARBRINCA;LOJA;0;0,04;1;1
18253;Prato bolo natal c/ espatula;Prato bolo natal c/ espat;Normal;15,7;7,78;FALSO;ANITEX - LARBRINCA;LOJA;0;0,048;1;1
18254;Servico jantar natal 18pcs;Servico jantar natal18pcs;Normal;50;12,475;FALSO;ANITEX - LARBRINCA;LOJA;0;0,037;1;1
18255;Garrafa infantil 300ml;Garrafa infantil 300ml;Normal;2,4;1,723278;FALSO;ANITEX - LARBRINCA;LOJA;0;0,029;0;0
18256;Talheres 4un cor;Talheres 4un cor;Normal;5;1,158391;FALSO;ANITEX - LARBRINCA;LOJA;0;0,016;1;1
18258;Cereais zero nacional 375gr;Cereais zero nacional 375;Normal;4,95;2,68;FALSO;CEREALIS INTERNACIONAL S.A.;LOJA;3,75;0,403;0,373;0,305
18259;Couscous Milaneza 1kg;Couscous milaneza 1kg;Normal;3,95;1,86;FALSO;CEREALIS INTERNACIONAL S.A.;LOJA;12;0,406;0,266;0,341
18260;Cuscus nacional 250gr;Cuscus nacional 250gr;Normal;0,9;0,327653;FALSO;CEREALIS INTERNACIONAL S.A.;LOJA;10;0,377;0,15;0,24
18261;Farinha isenta gluten 500g;Farinha isenta gluten 500;Normal;6;2,5;FALSO;CEREALIS INTERNACIONAL S.A.;LOJA;4;0,215;0,148;0,393
18262;Macarrao integral milaneza 500gr;Macarrao integral milanez;Normal;2,9;1,2;FALSO;CEREALIS INTERNACIONAL S.A.;LOJA;8;0,398;0,389;0,187
18263;Massa esparguete integral milaneza 500gr;Massa esparguete integral;Normal;2,5;0,908;FALSO;CEREALIS INTERNACIONAL S.A.;LOJA;8;0,314;0,124;0,287
18264;Massa espirais colesterol 500gr;Massa espirais colesterol;Normal;2,9;1,280423;FALSO;CEREALIS INTERNACIONAL S.A.;LOJA;8;0,398;0,389;0,187
18267;Bebida amendoa 1l;Bebida amendoa 1l;Normal;5,1;2,470083;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;6,204;0,213;0,281;0,126
18268;Hamburguer bio vegan;Hamburguer bio vegan;Normal;5,5;2,645667;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;1,8;0,125;0,14;0,425
18269;Caixa cartao grf coracao;Caixa cartao grf coracao;Normal;0;1,213704;FALSO;SPLENDID SQUARE LDA;LOJA;0;0;1;1
18270;Body scrub virgin coconut oil jasmine 310ml;Body scrub virgin coconut;Normal;5,8;4;FALSO;HAFOTI;LOJA;0;0;1;1
18271;Body scrub coconut lemon grass 310ml;Body scrub coconut lemon;Normal;5,8;4;FALSO;HAFOTI;LOJA;0;0;1;1
18272;Hafoti Virgin coconut oil 300ml;Virgin coconut oil 310ml;Normal;5,2;3,5;FALSO;HAFOTI;LOJA;0;0;1;1
18273;Saco papel br 2grf;Saco papel br 2grf;Normal;1,5;0,35;FALSO;ELEMENTO PADRAO II ( LOJA SACO), LDA;LOJA;0;0;0;0
18274;Saco papel br 1grf;Saco papel br 1grf;Normal;1,2;0,44;FALSO;ELEMENTO PADRAO II ( LOJA SACO), LDA;LOJA;0;0;0;0
18275;Maq cafe filtro compacta;Maq cafe filtro compacta;Normal;29,5;14,657091;FALSO;MEI EUROPA, LDA;LOJA;0;0,028;1;1
18276;Maq cafe filtro;Maq cafe filtro compacta;Normal;55;27,66;FALSO;MEI EUROPA, LDA;LOJA;0;0,067;1;1
18277;Jarra electrico;Jarra electrico;Normal;31;11,212857;FALSO;MEI EUROPA, LDA;LOJA;0;0,045;1;1
18278;Varinha magica;Varinha magica;Normal;32;16,146316;FALSO;MEI EUROPA, LDA;LOJA;0;0,06;1;1
