sku;Produto;Descricao Curta;Tipo Produto;pvp;PC_medio;Descontinuado;Fornecedor;Localizacao Criacao;Peso Bruto;Altura;Largura;Comprimento
13752;Pera doce reserva t 750ml;Pera doce rserva t 75;Normal;12;3,29;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;7,7;0,325;0,16;0,235
13754;Pera doce reserva b 750ml;Pera doce rserva b 75;Normal;12,5;3,29;FALSO;GOANVI, SOC. ENGARRAFAMENTO, LDA (PARRAS);LOJA;7,7;0,325;0,16;0,235
13762;Monte velho t 3lt;Monte velho t 3lt;Normal;85;31,2;FALSO;ESPORAO S.A;LOJA;0;0,008;1;1
13764;Arco do esporao t 750ml;Arco do esporao t 750ml;Normal;12,75;5,123077;FALSO;ESPORAO S.A;LOJA;0;0,013;1;1
13766;Assobio douro doc t 750ml;Assobio douro doc t 750ml;Normal;15;5,59;FALSO;ESPORAO S.A;LOJA;0;0,013;1;1
13770;Quatro castas t 750ml;Quatro castas t 750ml;Normal;20;7,68;FALSO;ESPORAO S.A;LOJA;0;0,013;1;1
13779;Papel hig renova design 9rolos;Papel hig renova design 9;Normal;7,1;3,855034;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,6;0,4;0,287
13780;Papel hig renova ole 2rolos;Papel hig renova ole 2rol;Normal;1,4;0,7;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,8;0,4;0,186
13781;Rolo cozinha renova design 4rolos;Rolo cozinha renova desig;Normal;7,4;3,68;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,896;0,56;0,215
13782;Rolo cozinha renova extra xxl 1rolo;Rolo cozinha renova extra;Normal;3,95;2,01;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,8;0,64;0,21
13783;Guardanapo renova gold 40x40 az;Guardanapo renova gold 40;Normal;4,45;2,182581;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,605;0,405;0,498
13784;Guardanapo renova gold 40x40 bordeaux;Guardanapo renova gold 40;Normal;4,45;2,18623;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,605;0,405;0,498
13785;Guardanapo renova gold 40x40 bco;Guardanapo renova gold 40;Normal;3,65;1,725731;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,605;0,405;0,498
13786;Guardanapo renova gold 40x40 amrl;Guardanapo renova gold 40;Normal;4,45;2,169091;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,605;0,405;0,498
13787;Guardanapo renova tipo e 32x30 lrj;Guardanapo renova tipo e;Normal;2,2;1,162;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,5;0,32;0,573
13788;Guardanapo renova tipo e 32x30 az;Guardanapo renova tipo e;Normal;2,2;1,187627;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,5;0,32;0,573
13789;Guardanapo renova tipo e 32x30 vrd;Guardanapo renova tipo e;Normal;2,2;1,191053;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,5;0,32;0,573
13790;Guardanapo renova tipo a 33x33 rosa;Guardanapo renova tipo a;Normal;2,5;1,34513;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,53;0,39;0,513
13791;Guardanapo renova ole 30x29 bco;Guardanapo renova ole 30x;Normal;2,2;0,988318;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,605;0,395;0,48
13792;Lencos renova 10x6 lav;Lencos renova 10x6 lav;Normal;1,7;0,82;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,512;0,352;0,23
13793;Lencos renova 10x6 ment;Lencos renova 10x6 ment;Normal;1,8;0,88;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,512;0,352;0,23
13794;Lencos renova 10x6 bco;Lencos renova 10x6 bco;Normal;1,3;0,69;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,512;0,352;0,23
13795;Lencos renova 10x6 kids;Lencos renova 10x6 kids;Normal;1,2;0,607698;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,465;0,358;0,18
13796;Discos desmaquilhante renova skin care maxi 40;Discos Desmaq.Renova Skin;Normal;2,65;1,251605;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,316;0,231;0,326
13797;Lencos faciais renova skin care mini 46;Lencos faciais renova ski;Normal;1,4;0,345;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,52;0,246;0,359
13798;Papel hig humido renova kids travel;Papel hig humido renova k;Normal;1,5;0,728;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,291;0,251;0,122
13799;Papel hig humido renova fraicheur refill;Papel hig humido renova f;Normal;2,3;1,148701;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,343;0,16;0,109
13800;Pensos hig renova ultrafino first normal s/abas 16;Pensos hig renova ultrafi;Normal;3,9;1,751111;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,34;0,21;0,27
13801;Pensos hig renova ultrafino first normal c/abas 14;Pensos hig renova ultrafi;Normal;4;1,898649;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,34;0,21;0,27
13802;Pensos hig renova ultrafino first super c/abas 12;Pensos hig renova ultrafi;Normal;3,1;1,529268;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,345;0,21;0,217
13808;Pensos hig diarios renova first 60 normal;Pensos hig diarios renova;Normal;5,9;2,91;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,477;0,3;0,34
13815;Papel hig renova 6rolos black;Papel hig renova 6r sorti;Normal;9,9;4,649;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,587;0,401;0,598
13820;Polo mulher azul s pateo;Polo mulher azul s pateo;Serviço;0;0;FALSO;TETRIBERICA III CORPORATE, LDA;LOJA;0;0;0;0
13821;Polo mulher azul m pateo;Polo mulher azul m pateo;Serviço;0;0;FALSO;TETRIBERICA III CORPORATE, LDA;LOJA;0;0;0;0
13822;Polo mulher azul l pateo;Polo mulher azul l pateo;Serviço;0;0;FALSO;TETRIBERICA III CORPORATE, LDA;LOJA;0;0;0;0
13823;Papel hig renova 2rolos black;Papel hig renova black 2r;Normal;2;2,272;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,5;0,415;0,312
13825;Polo homem azul s pateo;Polo homem azul s pateo;Serviço;0;0;FALSO;TETRIBERICA III CORPORATE, LDA;LOJA;0;0;0;0
13826;Polo homem azul m pateo;Polo homem azul m pateo;Serviço;0;0;FALSO;TETRIBERICA III CORPORATE, LDA;LOJA;0;0;0;0
13827;Polo homem azul l pateo;Polo homem azul l pateo;Serviço;0;0;FALSO;TETRIBERICA III CORPORATE, LDA;LOJA;0;0;0;0
13828;Polo homem azul xl pateo;Polo homem azul xl pateo;Serviço;0;0;FALSO;TETRIBERICA III CORPORATE, LDA;LOJA;0;0;0;0
13847;Guardanapo renova tipo b sortido;Guardanapo renova tipo b;Normal;1,6;0,77;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,6;0,4;0,21
13855;Lencos faciais renova tubo sortido;Lencos faciais renova tub;Normal;5,7;2,79;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,41;0,273;0,41
13863;Lencos faciais renova maxi sortido 80;Lencos faciais renova max;Normal;3,3;1,716667;FALSO;RENOVA - FAB.PAPEL ALMONDA, SA;LOJA;0;0,482;0,364;0,37
13874;Coco ralado amanhecer 200gr;Coco ralado amanhacer 200;Normal;2,2;1,049348;FALSO;RECHEIO S.A.;LOJA;0;0,016;1;1
13876;Filtros cafe n2;Filtros cafe n2;Normal;2,95;1,404208;FALSO;RECHEIO S.A.;LOJA;17,68;0,2;0,27;0,4
13878;Leite condensado magro amanhecer;Leite condensado magro am;Normal;2,5;1,187294;FALSO;RECHEIO S.A.;LOJA;0;0,006;1;1
13879;Leite condensado tradicional amanhecer;Leite condensado tradicio;Normal;2,6;1,28;FALSO;RECHEIO S.A.;LOJA;0;0,006;1;1
13880;Vinagre gourmes vinho tto 250ml;Vinagre gourmes vinho tto;Normal;2,1;0,9725;FALSO;RECHEIO S.A.;LOJA;0;0,02;1;1
13883;Beer james boag's premium lager 375ml aus;Beer james boag's premium;Normal;4,5;2,42;FALSO;BIDBEER - BEER IMPORTERS & DIST. PTE, LTD;LOJA;14;0,021;0,022;0,041
13890;Beer chimay blue 330ml be;Beer chimay blue 330ml be;Normal;7,35;3,458571;FALSO;BIDBEER - BEER IMPORTERS & DIST. PTE, LTD;LOJA;16;0,029;0,019;0,044
13891;Beer chimay tripel 330ml be;Beer chimay tripel 330ml;Normal;6,9;2,91;FALSO;BIDBEER - BEER IMPORTERS & DIST. PTE, LTD;LOJA;16;0,019;0,044;0,029
13892;Beer chimay red 330ml be;Beer chimay red 330ml be;Normal;6,7;3,4;FALSO;BIDBEER - BEER IMPORTERS & DIST. PTE, LTD;LOJA;16;0,029;0,019;0,044
13894;Beer duvel 330ml be;Beer duvel 330ml be;Normal;6,5;2,91;FALSO;BIDBEER - BEER IMPORTERS & DIST. PTE, LTD;LOJA;16;0,03;0,018;0,044
13905;Beer vedett white 330ml be;Beer vedett white 330ml b;Normal;6;2,97;FALSO;BIDBEER - BEER IMPORTERS & DIST. PTE, LTD;LOJA;16;0,029;0,018;0,042
13907;Treatz barbecue 70g;Treatz barbecue 70g;Normal;4,9;2,57;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,047;1;1
13909;Treatz salted 70g;Treatz salted 70g;Normal;4,9;2,57;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,047;1;1
13910;Treatz chilli 70g;Treatz chilli 70g;Normal;5,99;3,227;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,047;1;1
13911;Roasted peanuts 40g;Roasted peanuts 40g;Normal;0,9;0,387;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,052;1;1
13918;Oriental mix 150g;Oriental mix 150g;Normal;2,25;1,1;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,045;1;1
13919;Baked almonds natural wonder 70g;Baked almonds natural won;Normal;3,2;1,772026;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,034;1;1
13920;Baked cashew nuts natural wonder 70g;Baked cashew nuts natural;Normal;3,2;1,77;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,034;1;1
13921;Fruit & nuts fusion natural wonder 130g;Fruit & nuts fusion natur;Normal;3,99;2,18623;FALSO;TAI SUN (LIME KEE) FOOD INDUSTRIES PTE, LTD;LOJA;0;0,034;1;1
13933;Esc dent colgate classic clean hard;Esc dent classic clean (d;Normal;0,4;0,191667;FALSO;PACTRADE TIMOR LTD;CAFETARIA;1,01;0,23;0,17;0,16
13935;Cafe cooperativa timor arabica po 500gr;Cafe coop timor arabica;Normal;3,6;2,5;FALSO;CCT-NCBA;CAFETARIA;0;0;0;0
13939;Cerveja heineken gf 330ml;Cerveja heineken garf 330;Normal;1,8;1,458333;FALSO;DAYA MARKETING;CAFETARIA;0;0;0;0
13943;Elixir colgate plax peppermint 250ml;Elixir colgate plax 250ml;Normal;2,05;1,575;FALSO;PACTRADE TIMOR LTD;CAFETARIA;0;0;0;0
13947;Gel banho palmolive milk & honey 1000ml;Gel banho palmolive 1l;Normal;8,4;4,264167;FALSO;PACTRADE TIMOR LTD;CAFETARIA;0;0;0;0
13954;Quinta soalheira douro t 750ml;Quinta soalheira douro t;Normal;11,6;3,577387;FALSO;SOCIEDADE VINHOS BORGES, SA;LOJA;7,9;0,166;0,333;0,242
13956;Ervilha compal 845g;Ervilha compal 845g;Normal;2,9;1,354878;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,033;1;1
13957;Ervilha compal 410gr;Ervilha compal 410gr;Normal;2,1;0,778;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,019;1;1
13958;Polpa tomate cebola alho 500ml;Polpa tomate cebola alho;Normal;2;0,884;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,014;1;1
13959;Cogumelos cortados compal 300gr;Cogumelos cortados compal;Normal;2,1;1,03;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,006;1;1
13965;Agua serra estrela 330ml;Agua serra estrela 330ml;Normal;0,45;0,204998;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,013;1;1
13966;Agua serra estrela 500ml;Agua serra estrela 500ml;Normal;0,6;0,256;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,02;1;1
13967;Agua serra estrela 1.5L;Agua serra estrela 1500ml;Normal;1,6;0,625967;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,03;1;1
13970;Sumol maracuja  330ml;Sumol maracuja grf 300ml;Normal;0,75;0,36;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,012;1;1
13977;Frize agua limao 250ml;Frize agua limao 250ml;Normal;0,85;0,39291;FALSO;SUMOL + COMPAL DISTRIBUICAO S.A.;LOJA;0;0,016;1;1
13989;Bolachas marinheiras integrais 200gr;Bolachas marinheiras inte;Normal;4,5;2,153333;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2;0,397;0,165;0,265
13990;Bolachas marinheiras s/sal 200gr;Bolachas marinheiras s/sa;Normal;4,5;2,159249;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2,04;0,265;0,165;0,397
13991;Bolachas marinheiras c/sal 200gr;Bolachas marinheiras c/sa;Normal;4,5;1,692;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2;0,397;0,165;0,265
13992;Cafe letefoho grao 1kg;Cafe letefoho grao 1kg;Normal;12,95;9;FALSO;CAFE BRISA SERENA UNIPESSOAL;CAFETARIA;0;0;0;0
13993;Cafe letefoho po 250gr;Cafe letefoho po 250gr;Normal;4,35;3;FALSO;CAFE LIURAI DIAK, LDA;CAFETARIA;0;0;0;0
14;Carcaca saloia;Carcaca saloia;Normal;0,8;0,32;FALSO;PANIKE;LOJA;0;0;0;0
14006;Esteva t 375ml;Esteva t 375ml;Normal;5;2,154015;FALSO;SOGRAPE ASIA PACIFIC;LOJA;0;0,015;1;1
14046;Quinta aveleda verde 750ml;Aveleda verde 750ml;Normal;12,05;3,64;FALSO;AVELEDA- SOC.AGRICOLA E COMERCIAL QUINTA AVELEDA, SA;LOJA;7,6;0,23;0,153;0,331
14047;Aveleda douro 750ml;Aveleda douro 750ml;Normal;12,4;3,73;FALSO;AVELEDA- SOC.AGRICOLA E COMERCIAL QUINTA AVELEDA, SA;LOJA;7,6;0,23;0,153;0,331
14048;Follies touriga nacional cabernet sauvignon t 750ml;Follies touriga nacional;Normal;21;6,46;FALSO;AVELEDA- SOC.AGRICOLA E COMERCIAL QUINTA AVELEDA, SA;LOJA;7,6;0,24;0,161;0,333
14049;Follies touriga nacional t 750ml;Follies touriga nacional;Normal;24,5;7,41;FALSO;AVELEDA- SOC.AGRICOLA E COMERCIAL QUINTA AVELEDA, SA;LOJA;7,6;0,24;0,161;0,333
14070;Bicarbonato sodio solibom 100gr;Bicarbonato sodio solibom;Normal;0,7;0,33;FALSO;RECHEIO S.A.;LOJA;0;0,006;1;1
14078;Leite condensado cozido amanhecer;Leite condensado cozido a;Normal;2,95;1,441002;FALSO;RECHEIO S.A.;LOJA;0;0,006;1;1
14083;Tarteletes morango doses 48g vieira castro;Tarteletes morango doses;Normal;0,7;0,340956;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;5,35;0,023;1;1
14108;Circus cacau 300g vieira castro;Circus cacau 300g vieira;Normal;4,8;2,410776;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;4,65;0,038;1;1
14109;Circus mel 300g vieira castro;Circus mel 300g vieira ca;Normal;5;1,686274;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;4,65;0,038;1;1
14110;Integralis doses 180g vieira castro;Integralis doses 180g vie;Normal;2,85;1,23;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;3,9;0,028;1;1
14111;Digestive aveia doses vieira castro;Digestive aveia doses;Normal;0,45;0,212821;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;5,15;0,028;1;1
14113;Digestive sem acucar vieira castro;Digestive sem acucar viei;Normal;0,6;0,24;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;4,65;0,028;1;1
14114;Maria 200g vieira castro;Maria 200g vieira castro;Normal;1,5;0,71;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;6,75;0,026;1;1
14116;Maria junior sem lactose doses vieira castro;Maria junior sem lactose;Normal;0,4;0,172968;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;4,5;0,023;1;1
14118;Maria doses vieira castro;Maria doses vieira castro;Normal;0,4;0,169773;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;1,2;0,063;1;1
14119;Torrada 200g vieira castro;Torrada 200g vieira castr;Normal;1,6;0,772806;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;6,75;0,026;1;1
14120;Agua sal 125g vieira castro;Agua sal 125g vieira cast;Normal;1,1;0,52531;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;4,25;0,018;1;1
14125;Cream cracker 200g vieira castro;Cream cracker 200g vieira;Normal;1,45;0,74;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;5,1;0,019;1;1
14131;Flocos neve 100g vieira castro;Flocos veve 100g vieira c;Normal;1,6;0,501;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;2,75;0,018;1;1
14133;Mentol 100g vieira castro;Mentol 100g vieira castro;Normal;1,6;0,5;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;2,75;0,018;1;1
14138;Amendoas baunilha t.frances 100g vieira castro;Amendoas baunilha t.franc;Normal;2;0,91;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;2,75;0,007;1;1
14140;Amendoas lisa cores 100g vieira castro;Amendoas lisa cores 100g;Normal;1,6;0,71;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;2,75;0,007;1;1
14167;Amendoas romanas 100g vieira castro;Amendoas romanas 100g vie;Normal;1,5;0,689736;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;1,65;0,005;1;1
14168;Amendoas caiaques 150g vieira castro;Amendoas caiaques 150g vi;Normal;2,9;1,439091;FALSO;VIEIRA CASTRO -PRODUTOS ALIMENTARES SA;LOJA;2,3;0,012;1;1
14206;Alcaparras vinagre 180gr ferbar;Alcaparras vinegre 180gr;Normal;6,5;2,859457;FALSO;RECHEIO S.A.;LOJA;1,9;0,17;0,12;0,13
14230;Capsula cafe torrie expresso;Capsula cafe torrie expre;Normal;7;2,561091;FALSO;JOSE MARIA VIEIRA, SA;LOJA;1,5;0,255;0,175;0,42
14231;Capsula cafe torrie decaffeinated;Capsula cafe torrie decaf;Normal;7;2,701574;FALSO;JOSE MARIA VIEIRA, SA;LOJA;1,5;0,255;0,175;0,42
14232;Capsula cafe torrie energy;Capsula cafe torrie energ;Normal;7;2,7325;FALSO;JOSE MARIA VIEIRA, SA;LOJA;1,5;0,255;0,175;0,42
14233;Capsula cafe torrie brasil;Capsula cafe torrie brasi;Normal;7;2,79;FALSO;JOSE MARIA VIEIRA, SA;LOJA;1,5;0,255;0,175;0,42
14234;Capsula cafe torrie angola;Capsula cafe torrie angol;Normal;7;2,849;FALSO;JOSE MARIA VIEIRA, SA;LOJA;1,5;0,255;0,175;0,42
14235;Capsula cafe torrie colombia;Capsula cafe torrie colom;Normal;7;2,835455;FALSO;JOSE MARIA VIEIRA, SA;LOJA;1,5;0,255;0,175;0,42
14250;Bebida energetica monster khaos 500ml;Bebida energetica monster;Normal;3,3;1,39;FALSO;RECHEIO S.A.;LOJA;12,24;0,4;0,27;0,16
14253;Bebida energetica monster absolutely zero 500ml;Bebida energetica monster;Normal;3,3;1,71;FALSO;RECHEIO S.A.;LOJA;12,426;0,4;0,27;0,17
14277;Sal marinho iodizado 250gr;Sal Marinho Iodizado 250g;Normal;0,3;0,1;FALSO;NPM;LOJA;0;0;0;0
14285;Chocolate negro avela Stevia 125gr;Chocolate negro avela Ste;Normal;3,9;1,7;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;1,596;0,19;0,09;0,11
14286;Chocolate branco sem acucar 100gr;Chocolate branco sem acuc;Normal;2,5;1,1;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,29;0,39;0,125
14287;Chocolate leite sem acucar 100gr;Chocolate leite sem acuca;Normal;2,5;1,1;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,29;0,39;0,125
14288;Chocolate leite e avelas sem acucar 125gr;Chocolate leite e avelas;Normal;2,9;1,37;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,29;0,39;0,125
14290;Manteiga de amendoim natural 200gr;Manteiga de amendoim 200g;Normal;3,9;1,77926;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;9,6;0,375;0,27;0,225
14291;Chourico vegetal cem por cento 200gr;Chourico vegetal cem por;Normal;4,95;2,55;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2,4;0,21;0,215;0,175
14295;Cha fresh limao  saquetas 2x 9gr  instantaneo;Cha fresh limao  saquetas;Normal;1,2;0,576;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;0,63;0,11;0,135;0,205
14296;Cha fresh verde pessego saquetas 2x 9gr  instantaneo;Cha fresh verde pessego s;Normal;1,2;0,58;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;0,63;0,11;0,135;0,205
14297;Barra elegance plus ameixa cereais chocolate branco;Barra elegance plus ameix;Normal;2,1;1,04;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;0,63;0,11;0,135;0,205
14298;Barras sesamo e mel  (cx.6barras);Barras sesamo e mel  (cx.;Normal;5,1;2,44;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;3,3;0,27;0,21;0,16
14301;Doce de goiaba sem acucar 380gr;Doce de goiaba sem acucar;Normal;4,9;2,188351;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,34;0,235;0,105
14304;Sumo natural uva preta 200ml bio;Sumo natural uva preta 20;Normal;2,1;0,967;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,345;0,223;0,145
14305;Sumo natural cenoura 200ml bio;Sumo natural cenoura 200m;Normal;2,1;0,948347;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,345;0,223;0,145
14306;Sumo natural ananas 200ml bio;Sumo natural ananas 200ml;Normal;2,1;0,931;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,345;0,223;0,145
14307;Sumo natural maca 200ml bio;Sumo natural maca 200ml b;Normal;2,1;0,92;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,345;0,223;0,145
14308;Sumo natural roma 200ml bio;Sumo natural roma 200ml b;Normal;3,75;1,78;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;4,8;0,345;0,223;0,145
14309;Bolacha arroz fonte fibras s/sal 100gr;Bolacha arroz fonte fibra;Normal;2,9;1,33;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;1,2;0,355;0,265;0,16
14314;Cha nº1 relax;Cha nº1 relax;Normal;2,5;1,188;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2,184;0,465;0,335;0,405
14315;Cha nº4 melhores digestoes;Cha nº4 melhores digestoe;Normal;2,5;0,95;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2,184;0,465;0,335;0,405
14316;Cha nº5 emagress plus;Cha nº5 emagress plus;Normal;2,5;0,981967;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2,184;0,465;0,335;0,405
14317;Cha nº10 colesterol control;Cha nº10 colesterol contr;Normal;2,5;0,95;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2,184;0,465;0,335;0,405
14318;Cha nº12 tensao control;Cha nº12 tensao control;Normal;2,5;0,99;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;2,262;0,465;0,335;0,405
14319;Cha soluvel frutos vermelhos;Cha soluvel frutos vermel;Normal;4,5;2,23;FALSO;IGNORAMUS PRODUTOS NATURAIS LDA;LOJA;0,72;0,403;0,09;0,136
14342;Atum posta oleo 110gr general;Atum posta oleo 120gr gen;Normal;2,4;1,171723;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;15;0,135;0,32;0,43
14343;Atum posta azeite 120gr general;Atum posta azeite 120gr g;Normal;2,75;1,362;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;15;0,135;0,32;0,43
14344;Atum posta natural 110gr general;Atum posta natural 110gr;Normal;2,4;1,169;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;15;0,135;0,32;0,43
14345;Atum posta oleo 385gr general;Atum posta oleo 385gr gen;Normal;7,8;3,874;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;9,24;0,235;0,21;0,31
14348;Atum oregao 120gr general;Atum oregao 120gr general;Normal;2,4;1,189406;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;16;0,155;0,34;0,455
14349;Sardinha oleo vegetal 125gr general;Sardinha oleo vegetal 12;Normal;1,7;0,839;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;12,5;4,55;3,4;1,55
14350;Sardinhas oleo picante 125gr general;Sardinhas oleo picante 12;Normal;1,7;0,87;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;12,5;4,55;3,4;1,55
14351;Sardinhas tomate 125gr general;Sardinhas tomate 125gr ge;Normal;1,7;0,161;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;12,5;0,455;0,34;0,155
14352;Sardinhas tomate picante 125gr general;Sardinhas tomate picante;Normal;1,8;0,886;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;16;0,155;0,34;0,455
14353;Sardinha azeite 125gr general;Sardinha azeite 125gr ge;Normal;1,95;0,971;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;16;0,155;0,34;0,455
14354;Sardinhas natural 125gr ramirez;Sardinhas natural 125gr g;Normal;1,8;0,866;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;12,5;0,14;0,43;0,315
14355;Sardinhas s/pele s/espinhas oleo vegetal 125gr general;Sardinhas s/pele s/espinh;Normal;3,6;1,766842;FALSO;RAMIREZ & Cª(FILHOS), S.A.;LOJA;16;0,155;0,34;0,455
