sku;stock_28_02
21600;192
21602;136
21606;36
21627;0
21632;7
21642;173
21658;0
21659;30
21660;222
21699;39
21707;3
21710;4
21713;34
21755;117
21803;0
21251;13
21257;13
21262;24
21264;0
21601;278
21605;28
21625;0
21626;2
21641;28
21684;233
21698;44
21700;35
21704;5
21706;12
21708;10
21711;9
21756;73
21769;0
13381;0
13385;0
13391;0
17645;0
17646;0
17637;0
21852;18,395
22130;20
22132;20
22139;48
22145;30
22161;16
22189;18
22197;24
22214;10
22232;24
22235;24
22251;40
22314;536
3;0
32;0
33;0
47;0
50;0
55;0
7;0
74;0
76;0
78;0
79;0
80;0
8992761111038;0
teste5;0
teste6;0
21918;17
21919;34
21964;0
21967;0
22037;21
22039;20
22040;12
22071;32
22103;60
22104;60
22107;36
22111;70
22115;50
22118;48
22123;20
22135;80
22138;48
22140;48
22142;40
22150;0
22164;40
22194;36
22210;36
22221;10
22238;60
22305;33
22313;270
22416;6
23;0
25;0
30;0
35;0
40;0
41;0
42;27,092
43;0
56;0
58;0
59;0
6;0
66;0
68;0
69;0
77;0
8;0
teste4;0
21872;5
21884;2
17566;0
17578;0
17579;0
17583;0
17589;0
17590;0
17591;0
17596;94,8
17600;12
17602;0
17603;575
17604;32,999
17606;26,82
17611;0
17618;0
17626;0
17636;0
15886;0
15891;0
15895;0
15896;0
15915;327
15927;0
15946;40
15957;0
15960;0
15966;0
15977;52
15980;0
15995;18
15999;0
17650;0
17656;0
17658;0
17678;39
17679;13
17680;0
17686;0
17695;0
17714;0
17718;0
17631;0
12010;406
12020;0
12030;51
12032;0
12034;0
12043;0
12046;0
12052;0
12054;0
13372;0
13386;0
13387;0
13389;0
13369;0
13377;0
13379;0
13380;0
13382;1,017
15789;0
15793;0
15795;0
15804;0
15808;0
15812;0
15813;0
15817;0
15819;0
15820;0
15832;0
15837;0
15846;0
15858;0
15859;0
15864;0
15868;0
15874;0
15878;0
18618;0
18619;0
18620;18
18622;0
18624;0
18663;0
18664;0
18678;65
18679;34
18681;56
18702;0
18704;0
18713;0
18722;0
18723;0
18729;0
18730;0
18732;39
18748;4
18784;0
18789;0
18793;0
18806;0
18810;0
18812;13
18817;0
18820;0
18821;0
18825;0
18844;328
18848;0
18852;0
18857;120
18867;199
18874;19
18878;81
18880;301
18882;300
18887;129
18919;0
18920;0
18930;0
18657;53
18665;12
18667;0
18676;31
18683;17
18684;3
18690;0
18692;41
18703;0
18739;0
18749;39
18811;25
18813;20
18816;34
18819;0
18826;0
18827;0
18836;141
18837;181
18845;176
18850;0
18851;0
18853;0
18856;0
18859;0
18868;69
18869;25
18872;21
18875;73
18881;300
18883;288
18886;58
18889;181
18945;0
18949;0
18970;0
18974;47
18976;120
18978;75
18369;0
18371;1
18378;5
18390;0
18395;12
18411;0
18438;0
18442;0
18453;0
18464;0
18471;0
18492;0
18505;0
18514;17
18522;0
18542;0
18544;0
18549;0
18550;0
18551;0
18553;0
18557;0
18559;0
18575;0
18585;0
18611;14
18615;0
18617;0
18626;17
18631;77
18646;30
18666;0
18671;12
18673;403
18675;16
18677;0
18680;27
18682;17
18688;0
18689;0
18701;0
18718;10
18721;0
18728;0
18747;47
18757;0
18791;0
18800;0
18803;0
18808;9
18809;46
18815;3
18822;0
18840;174
18841;131
18843;175
18846;213
18849;0
18987;56
18991;104
18992;99
19002;0
19012;0
19026;0
19034;0
19044;0
19051;0
19053;0
19102;0
19105;0
191202;0
191209;0
19121;0
19123;0
19133;0
19135;0
19137;0
19143;0
19145;0
19147;0
19150;0
19156;0
19158;0
19171;0
19174;0
19184;0
19192;0
19198;0
19199;0
19202;0
19205;0
19207;22
19214;0
19226;0
19234;0
19250;33
19252;0
19266;0
19276;0
19281;0
19283;0
18955;0
18962;15
18963;2
18980;244
18985;78
18989;60
18993;24
18995;0
18999;98
19005;0
19007;0
19008;0
19015;0
19016;0
19017;0
19025;0
19027;0
19028;0
19030;0
19031;0
19040;0
19041;0
19050;0
19052;0
19054;0
19067;43
19068;0
19071;0
19095;0
19097;0
19100;0
19103;0
19106;0
19111;0
191204;0
191208;0
19122;0
19124;0
19130;46
19134;0
19142;0
19144;0
19284;0
19289;0
19290;0
19321;0
19326;0
19327;0
19329;0
19332;0
19335;0
19352;0
19354;0
19358;1
19360;0
19362;0
19371;0
19373;0
19374;0
19378;0
19380;4
19382;8
19391;0
19396;0
19155;0
19159;0
19161;0
19168;0
19181;0
19195;0
19196;0
19197;0
19200;0
19203;0
19206;69
19208;10
19209;0
19211;0
19231;0
19241;0
19295;0
19298;0
19306;0
19311;0
19315;0
18543;0
18547;0
18552;0
18560;0
18561;55
18566;0
18576;0
18580;0
18581;0
18610;1
18612;109
18613;0
18614;138
18628;30
18629;29
18632;3
18634;0
18658;10
18668;0
18669;0
19316;0
19334;0
19338;9
19359;0
19363;0
19368;0
19370;0
19372;0
19377;0
19379;0
19384;0
19388;0
19402;0
19404;0
19406;0
19429;0
19430;0
19436;0
19442;0
19446;0
19451;0
19467;0
18672;37
18686;0
18707;112
18716;0
18717;0
18731;0
18768;0
18787;0
18796;0
18802;0
18814;29
18818;0
18823;0
18824;0
18828;0
18838;130
18839;164
18842;149
18847;127
18854;0
18866;293
19397;0
19399;0
19400;0
19417;0
19421;0
19434;0
19437;0
19440;0
19443;0
19485;0
19492;0
19499;0
19502;0
19504;0
19508;0
19509;0
19514;0
19550;0
19551;31
19587;94
19592;99
19598;143
18870;11
18884;0
18888;46
18890;149
18892;30
18917;0
18921;0
18922;0
18928;0
18946;0
18957;0
18960;24
18967;47
18975;203
18979;138
18981;68
18982;149
18984;60
18988;123
18997;169
19010;0
19033;0
19035;0
19036;0
19037;0
19038;0
19039;0
19043;0
19045;30
19046;31
19047;0
19048;0
19049;0
19055;0
19072;0
19073;0
19085;0
19086;0
19087;0
19089;0
19090;0
19092;0
19599;0
19610;345
19618;12
19620;6
19630;33
19632;48
19650;15
19656;0
19660;0
19691;25
19693;19
19694;29
19733;23
19739;0
19740;0
19743;0
19749;0
19754;0
19756;0
19758;0
19101;0
19108;0
19110;0
191201;0
191205;0
191206;0
191207;0
19125;0
19129;0
19149;0
19152;0
19154;0
19160;0
19163;0
19167;0
19175;0
19177;0
19179;0
19183;0
19187;0
18855;0
18865;0
18871;83
18873;16
18877;79
18885;0
18891;128
18916;0
18918;0
18923;0
18933;0
18935;0
18950;0
18956;0
18958;0
18971;0
18972;0
18977;30
18983;48
18986;73
18990;85
18994;22
18996;326
18998;445
19;0
19003;0
19004;0
19009;0
19011;0
19013;0
19014;0
19029;0
19032;0
19042;0
19069;0
19077;0
19078;0
19091;0
19093;0
19094;0
19099;0
19104;0
19112;0
19120;0
191203;0
19126;0
19136;0
19138;43
19148;62
19151;0
19153;2
19162;0
19169;0
19170;0
19176;0
19178;0
19180;0
19182;0
19188;0
19189;443
19191;0
19193;0
19194;0
19204;0
19212;0
19215;0
19217;0
19218;0
19221;0
19223;0
19227;0
19228;0
19229;0
19232;0
19245;0
19247;0
19251;0
19261;0
19263;0
19265;0
19267;0
19268;0
19269;0
19271;0
19273;0
19275;0
19282;7,22
19286;0
19291;0
19301;0
19303;0
19304;0
19308;0
19314;0
19320;0
19322;0
19331;0
19333;0
19337;18
19369;0
19375;0
19383;0
19386;0
19389;0
19390;0
19392;0
19410;0
19416;0
19418;0
19419;0
19420;0
19423;0
19425;0
19428;0
19432;0
19439;0
19453;0
19472;0
19479;0
19484;0
19497;0
19505;0
19515;0
19520;0
19521;0
19546;20
19547;33
19470;0
19483;1
19491;0
19498;0
19503;0
19507;0
19517;0
19548;23
19549;30
19552;88
19565;0
19566;0
19585;209
19586;94
19593;18
17212;0
17214;0
17235;0
17237;0
17238;0
17242;0
17258;0
17267;30
17268;15
17270;138
17272;21
17274;0
17213;0
17236;0
17241;0
17243;0
17249;5
17256;46
17271;22
17273;16
17275;18
17281;0
17283;0
17294;0
17310;0
17315;0
17336;0
17343;0
17346;0
17347;0
17349;0
17354;0
17361;0
17363;0
17364;0
17368;0
17371;31
17373;6
17376;0
17377;78
17386;0
17387;0
17392;0
17394;0
17408;24
17411;70
17417;34
17422;24
17429;24
17440;0
17448;0
17454;0
17462;0
17465;0
17470;0
17475;0
17478;0
17499;54
17505;0
17510;0
17516;19
17517;0
17520;0
17529;17
17530;0
17531;11
17537;0
17539;0
17545;0
17562;9
17564;0
17568;0
17570;27
17282;0
17284;0
17291;120
17300;9
17302;0
17303;65
17314;54
17316;0
17321;0
17326;0
17353;0
17360;0
17362;0
17381;36
17385;26
17402;0
17407;829
17421;0
17425;96
17428;46
17431;33
16748;0
16749;0
16752;0
16757;0
16766;0
16768;0
16804;0
16808;54
16816;0
16817;0
16819;0
16820;0
16822;0
16824;0
16828;0
16832;0
16835;0
16841;0
16843;0
16846;0
16849;0
16855;0
16862;0
16871;0
16877;0
16879;0
16895;0
16907;0
16917;0
16927;0
16947;0
16950;0
16954;34
16958;0
16964;0
16968;25
16985;0
16989;162
16993;354
16995;472
17003;0
17322;0
17323;0
17327;49
17329;0
17338;67
17344;0
17348;0
17355;0
17374;34
17378;12
17380;34
17383;105
17388;0
17389;0
17409;42
17412;49
17413;72
17420;0
17426;88
17434;0
17449;0
17451;0
17453;141
17455;0
17458;0
17481;0
17483;0
17485;0
17503;0
17507;0
17511;0
17514;0
17518;0
17521;0
17524;0
17528;26
17538;0
17543;0
17547;0
17204;0
17215;0
17217;0
17218;0
17220;0
17223;0
17245;0
17247;74
17248;0
17254;0
17285;0
17287;0
17293;0
17295;0
17296;0
17297;0
17301;0
17312;97
17317;0
17320;0
16918;0
16928;36
16931;0
16932;0
16933;3
16934;47
16938;91
16941;53
16942;30
16944;8
16948;13
16959;0
16986;0
16987;13
17;0
17005;41
17007;0
17008;0
17010;0
17011;0
17021;0
17032;0
17034;0
17055;0
17057;0
17058;0
17075;57,914
17076;0
17077;468
17078;0
17079;22,28
17098;2,151
17112;0
17114;0
17129;0
17148;0
17150;0
17152;0
17154;0
17168;0
17173;0
17176;0
17180;0
17182;0
17183;0
17198;0
17439;0
17442;0
17443;0
17444;0
17447;0
17450;0
17472;0
17474;0
17480;0
17498;42
17501;0
17504;0
17506;0
17512;0
17513;0
17522;0
17523;0
17527;0
17540;0
17541;0
17546;0
17009;0
17020;0
17022;0
17025;0
17027;0
17028;0
17051;0
17053;0
17059;0
17066;0
17080;0
17081;0
17083;0
17085;0
17088;0
17089;2
17101;0
17105;0
17110;0
17116;0
17118;0
17121;0
17123;0
17125;0
17127;0
17130;0
17145;0
17147;13
17149;0
17162;0
17167;0
17169;0
17186;0
17191;0
17193;0
17195;0
17197;0
17201;0
17203;0
17550;0
17551;0
17569;42
17572;5
17580;0
17581;0
17585;0
17586;0
17593;0
17597;58
17599;500
17601;1168
17608;0
17610;9
17612;0
17613;0
17614;0
17616;0
17621;0
17571;150
17592;0
17594;0
17598;200
17615;0
17617;0
17619;0
17624;9
17655;0
17657;0
17659;0
17676;0
17677;0
17693;5
17694;0
17710;21
17717;0
17726;0
17727;0
17733;0
17739;0
17652;0
17654;0
17665;0
17667;14
17682;0
17684;0
17698;89
17699;3
17701;0
17713;0
17724;0
17728;0
17729;0
17730;0
17737;0
17746;0
17747;0
17752;0
17776;0
17786;118
17732;0
17735;0
17740;0
17745;0
17770;0
17775;13
17780;64
17783;21
17785;0
17801;0
17803;0
17804;9
17826;1
17827;45
17854;0
17861;0
17863;27
17864;43
17880;79
17882;133
17205;0
17207;0
17209;29
17210;0
17216;0
17246;0
17280;311
17286;0
17292;0
17311;0
17313;20
17319;0
17324;52
17328;0
17330;0
17335;0
17340;0
17342;0
17345;0
17356;0
17357;0
17370;33
17372;48
17375;33
17382;54
17384;115
17401;0
17410;0
17415;0
17416;0
17418;0
17419;0
17423;2
17424;46
17427;24
17430;67
17433;0
17441;0
17452;0
17459;0
17742;0
17743;0
17744;0
17749;0
17751;0
17755;0
17763;0
17764;0
17782;45
17784;52
17816;0
17820;49
17821;31
17825;0
17845;35
17846;13
17875;0
17876;0
17883;150
17892;0
17787;78
17817;0
17823;0
17824;26
17855;0
17881;6
17885;105
17886;61
17895;0
17896;0
17901;0
17902;0
17904;5
17908;9
17910;3
17916;14
17921;29
17922;13
17924;101
17893;0
17897;0
17899;0
17900;0
17905;110
17909;29
17911;10
17912;0
17914;14
17918;3
17920;18
17926;60
17930;0
17935;0
17956;0
17957;0
17960;0
17967;38
17997;0
17928;68
17931;287
17932;0
17940;3
18015;62
18017;80
18018;0
18023;0
18024;0
18026;0
18045;0
18046;0
18047;60
18057;0
18058;0
18062;0
18073;0
18094;0
18115;0
18117;24
17467;0
17489;0
17502;0
17508;0
17509;0
17515;0
17525;0
17544;0
17548;0
17549;0
17552;0
17554;0
17558;0
17559;0
17561;0
17567;0
17582;0
17584;0
17588;0
17595;0
17884;0
17894;0
17898;0
17907;0
17913;0
17915;0
17919;0
17927;21
17958;0
17981;0
17982;0
17987;250
17990;20
17994;0
17998;0
18000;0
18002;18
18005;0
18013;55
18031;0
17605;0
17607;92,5
17609;3
17651;0
17653;0
17666;0
17668;22
17674;11
17683;0
17687;0
17702;0
17707;15
17712;0
18039;0
18041;0
18043;0
18044;0
18049;120
18051;153
18059;0
18066;0
18096;0
18100;0
18102;0
18109;0
18111;0
18113;0
18114;0
18120;19
18126;0
18153;21
18155;0
18157;0
17720;0
17723;0
17725;0
17731;0
17734;0
17736;0
17738;0
17741;0
17748;0
17750;0
17761;26
17781;65
17811;0
17818;0
17819;3
17822;20
17835;0
17844;204
17874;0
17878;0
18003;0
18004;0
18012;0
18014;13
18032;0
18050;0
18052;102
18054;0
18070;0
18071;0
18125;0
18152;8
18165;53
18172;48
18232;0
18264;0
18266;0
18272;11
18273;500
18274;1193
18162;17
18168;0
18195;0
18197;27
18219;0
18229;0
18238;0
18254;0
18265;0
18267;175
18268;7
18275;14
18292;9
18302;28
18324;43
18328;0
18333;0
18338;0
18345;0
18351;23
18119;17
18122;1
18124;0
18158;34
18159;13
18199;0
18218;0
18242;0
18244;26
18253;0
18257;0
18261;15
18301;55
18305;32
18316;30
18342;0
18362;39
18386;11
18394;25
18409;0
18421;0
18425;61
18428;0
18448;0
18450;0
18452;0
18454;0
18456;0
18466;0
18485;0
18489;0
18491;0
18498;0
18508;0
18519;0
18523;0
18527;0
18535;0
18536;0
17906;59
17917;0
17923;47
17925;66
17929;35
17933;0
17955;0
17965;287
17983;0
17991;24
17992;0
17995;0
17999;0
18016;2
18020;0
18022;0
18025;0
18042;0
18056;0
18060;0
18297;20
18300;2120
18304;83
18319;112
18376;25
18387;11
18392;0
18397;1
18403;18
18412;16
18414;2
18417;5
18420;0
18455;0
18461;0
18463;0
18465;0
18474;0
18477;0
18484;0
18365;51
18375;47
18384;0
18388;118
18389;36
18391;6
18393;34
18413;13
18415;2
18418;35
18424;52
18443;0
18447;0
18473;0
18475;0
18476;0
18478;12
18483;0
18506;0
18507;0
18509;0
18511;2940
18513;20
18516;0
18532;0
18534;0
18538;0
18545;0
18555;0
18564;0
18569;0
18572;0
18578;0
18582;0
18616;0
18621;40
18623;88
18625;22
18627;0
18630;0
18063;0
18068;0
18078;690,31
18095;0
18099;0
18101;0
18103;0
18104;0
18110;0
18112;0
18116;0
18118;32
18121;0
18123;0
18156;70
18161;9
18163;24
18198;124
18247;0
18355;89
18363;0
18486;0
18487;0
18490;0
18496;0
18510;0
18512;484
18515;8
18520;0
18521;0
18533;0
18537;0
18539;0
18546;0
18554;0
18558;0
18563;0
18567;0
18573;0
18577;0
10;0
10007;0
10020;0
100201;0
10061;0
10068;0
10078;0
10114;0
10126;3256
10132;0
10135;0
10139;0
10140;0
10200;0
10202;36
10237;22
10240;0
10265;22
10267;0
10280;0
10309;0
10318;0
10320;0
10325;1530
10335;120
10354;2807
10358;0
10374;0
10378;0
10383;0
10389;0
10497;668
10528;0
10539;0
10556;0
10565;0
10579;0
10585;0
11004;0
11015;0
11017;0
11026;0
11056;0
11061;0
11063;0
11094;0
11100;0
11106;0
11108;0
11113;0
11115;0
11122;0
11129;0
11130;0
11136;0
10010;0
10032;0
10039;0
10091;0
10108;0
10109;0
10113;14
10120;2161
10122;1787
10124;2489
10142;0
10211;0
10223;0
10224;1496
10255;0
10258;0
10261;5974
10272;0
10293;124
10308;0
10322;0
10342;2100
10347;3601
10351;2016
10356;1252
10360;0
10363;0
10367;0
10375;0
10376;201
10384;0
10390;0
10393;0
10463;0
10493;579
10495;419
10498;0
10511;0
10547;0
10567;0
10576;0
11003;0
11005;0
11006;0
11007;0
11022;0
11024;0
11065;0
11067;0
11093;0
11096;0
11099;0
11121;0
11128;0
11132;0
0;0
1;0
10004;0
10009;0
10015;0
10079;0
10095;312
10111;0
10134;0
10136;0
10205;0
10206;0
10207;0
10210;0
10212;0
10243;0
10245;0
10246;303
10247;0
10260;0
10262;3001
10263;3961
10269;0
10285;0
10287;0
10291;0
10310;0
10313;0
10346;2634
10350;2175
10352;1741
10353;2257
10357;0
10361;0
10365;0
10373;0
10379;0
10387;0
10391;0
10552;57
10573;0
11;0
11013;0
11016;0
11019;0
11062;0
11064;0
11077;0
11091;0
11105;0
11107;0
11109;0
11112;0
11114;0
11120;0
11123;0
10030;0
10059;0
10066;0
10080;0
10094;734
10110;15
10112;26
10121;3421
10141;0
10216;0
10225;2064
10227;0
10249;0
10252;0
10266;0
10271;0
10281;0
10292;132
10323;0
10324;1702
10333;0
10338;0
10339;0
10343;2353
10344;2438
10348;1817
10349;2004
10368;0
10377;0
10380;0
10392;0
10434;0
10454;90
10499;898
10500;740
10566;0
10587;0
11002;0
11014;0
11020;0
11021;0
11023;0
11025;0
11027;0
11028;0
11055;0
11066;0
11089;0
11090;0
11092;0
11095;0
11097;0
11098;0
11103;0
11104;0
11110;0
11134;0
11163;53
11166;0
11167;0
11176;264
11181;0
11197;0
11202;0
11204;0
11211;57
11232;0
11234;0
11247;0
11255;0
11257;0
11266;0
11280;0
11289;0
11316;0
11325;0
11337;0
11348;178
11350;169
11353;119
11354;0
11367;0
11369;0
11371;0
11376;6
11385;0
11397;12
11409;0
11423;0
11447;0
11450;0
11466;0
11502;0
11503;0
11507;19
11510;18
11512;4
11515;5
11520;2
11530;0
11543;0
11547;13
11559;0
11563;0
11567;0
11574;0
11578;0
11586;0
11593;0
11597;0
11612;0
11640;0
11661;0
11686;266
11886;0
11891;0
11125;0
11126;0
11127;0
11140;0
11171;0
11180;26
11183;148
11213;60
11218;0
11220;0
11223;0
11229;0
11237;0
11238;0
11275;21
11276;22
11277;17
11278;22
11281;0
11302;0
11206;0
11210;0
11212;36
11222;163
11227;0
11236;0
11243;0
11253;0
11254;0
11264;0
11270;0
11272;32
11295;48
11297;0
11299;30
11301;0
11318;0
11319;0
11347;332
11349;0
11372;0
11317;0
11324;0
11328;0
11351;219
11355;0
11370;64
11373;0
11379;96
11396;12
11400;111
11441;0
11449;0
11453;0
11493;0
11501;0
11508;2
11518;13
11519;34
11529;0
11544;0
11116;0
11124;0
11131;0
11135;0
11162;0
11172;0
11198;0
11199;0
11205;0
11207;0
11209;961
11224;0
11239;0
11240;0
11271;15
11273;0
11274;48
11279;20
11288;0
11374;0
11382;0
11384;0
11395;40
11434;0
11455;0
11459;0
11475;0
11478;0
11487;0
11492;0
11496;0
11499;0
11514;0
11545;0
11565;0
11570;0
11589;0
11638;0
11660;0
11546;0
11564;0
11568;0
11572;0
11591;0
11594;0
11639;0
11673;0
11875;0
11876;0
11887;0
11899;0
11901;0
11902;0
11903;0
11904;0
11908;0
11910;0
11915;0
11919;0
11296;0
11310;0
11315;0
11326;0
11327;0
11333;0
11334;0
11340;0
11352;21
11377;19
11387;0
11394;0
11398;26
11399;42
11422;0
11432;0
11486;0
11488;0
11494;0
11497;0
11506;0
11509;37
11511;23
11513;0
